cv_scheme = classic, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.014476019 0.0002722830 NA 0.013951934 0.015019491
 randomraw                                       0.009632244 0.0001950074 NA 0.009257450 0.010022058
 random                                          0.007532412 0.0001607759 NA 0.007223750 0.007854158
 EGAD                                            0.009034465 0.0001853220 NA 0.008678382 0.009405020
 association_score.datatypes.affected_pathway    0.006785021 0.0001484240 NA 0.006500223 0.007082208
 association_score.datatypes.animal_model        0.012128977 0.0002350705 NA 0.011676786 0.012598456
 association_score.datatypes.genetic_association 0.013554642 0.0002577189 NA 0.013058695 0.014069156
 association_score.datatypes.literature          0.034448668 0.0005782463 NA 0.033333129 0.035600164
 association_score.datatypes.rna_expression      0.008818256 0.0001818083 NA 0.008468961 0.009181824
 association_score.datatypes.somatic_mutation    0.006721525 0.0001473695 NA 0.006438765 0.007016616
 ppr                                             0.015622064 0.0002903261 NA 0.015063117 0.016201410
 raw                                             0.013376445 0.0002548958 NA 0.012885953 0.013885346
 gm                                              0.012510760 0.0002411499 NA 0.012046824 0.012992328
 mc                                              0.011604651 0.0002267027 NA 0.011168626 0.012057491
 z                                               0.012571036 0.0002421088 NA 0.012105248 0.013054511
 knn                                             0.012000564 0.0002330231 NA 0.011552329 0.012465973
 wsld                                            0.011832282 0.0002303382 NA 0.011389233 0.012292351
 COSNet                                          0.012997152 0.0002488797 NA 0.012518282 0.013494090
 bagsvm                                          0.012181769 0.0002359118 NA 0.011727953 0.012652921
 rf                                              0.009509639 0.0001930243 NA 0.009138677 0.009895510
 svm                                             0.009409419 0.0001914020 NA 0.009041590 0.009792064

cv_scheme = block, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.014852306 0.0002790889 NA 0.014315108 0.015409349
 randomraw                                       0.009883886 0.0001999466 NA 0.009499591 0.010283565
 random                                          0.007729624 0.0001648742 NA 0.007413088 0.008059565
 EGAD                                            0.009270636 0.0001900242 NA 0.008905511 0.009650585
 association_score.datatypes.affected_pathway    0.006962802 0.0001522167 NA 0.006670722 0.007267577
 association_score.datatypes.animal_model        0.012445026 0.0002409828 NA 0.011981451 0.012926302
 association_score.datatypes.genetic_association 0.013907317 0.0002641763 NA 0.013398932 0.014434710
 association_score.datatypes.literature          0.035325511 0.0005920277 NA 0.034183340 0.036504403
 association_score.datatypes.rna_expression      0.009048827 0.0001864243 NA 0.008690657 0.009421618
 association_score.datatypes.somatic_mutation    0.006897654 0.0001511360 NA 0.006607662 0.007200281
 ppr                                             0.016027657 0.0002975618 NA 0.015454765 0.016621426
 raw                                             0.013724548 0.0002612855 NA 0.013221748 0.014246193
 gm                                              0.012836628 0.0002472090 NA 0.012361024 0.013330284
 mc                                              0.011907202 0.0002324128 NA 0.011460184 0.012371437
 z                                               0.012898454 0.0002481909 NA 0.012420953 0.013394062
 knn                                             0.012313309 0.0002388861 NA 0.011853785 0.012790416
 wsld                                            0.012140695 0.0002361362 NA 0.011686484 0.012612334
 COSNet                                          0.013335518 0.0002551248 NA 0.012844621 0.013844913
 bagsvm                                          0.012499176 0.0002418445 NA 0.012033937 0.012982166
 rf                                              0.009758109 0.0001979150 NA 0.009377740 0.010153749
 svm                                             0.009655296 0.0001962531 NA 0.009278137 0.010047631

cv_scheme = representative, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.010858636 0.0002065708 NA 0.010461141 0.011271063
 randomraw                                       0.007216399 0.0001474478 NA 0.006933077 0.007511212
 random                                          0.005640222 0.0001213603 NA 0.005407279 0.005883141
 EGAD                                            0.006767523 0.0001400601 NA 0.006498468 0.007047640
 association_score.datatypes.affected_pathway    0.005079620 0.0001119634 NA 0.004864825 0.005303847
 association_score.datatypes.animal_model        0.009092680 0.0001780606 NA 0.008750242 0.009448392
 association_score.datatypes.genetic_association 0.010165125 0.0001954040 NA 0.009789195 0.010555338
 association_score.datatypes.literature          0.025971887 0.0004436929 NA 0.025116291 0.026855826
 association_score.datatypes.rna_expression      0.006605204 0.0001373811 NA 0.006341322 0.006879991
 association_score.datatypes.somatic_mutation    0.005032003 0.0001111616 NA 0.004818757 0.005254636
 ppr                                             0.011721704 0.0002204202 NA 0.011297463 0.012161680
 raw                                             0.010031036 0.0001932408 NA 0.009659283 0.010416945
 gm                                              0.009379797 0.0001827135 NA 0.009028374 0.009744765
 mc                                              0.008698455 0.0001716597 NA 0.008368377 0.009041433
 z                                               0.009425133 0.0001834475 NA 0.009072292 0.009791561
 knn                                             0.008996121 0.0001764942 NA 0.008656708 0.009348716
 wsld                                            0.008869591 0.0001744402 NA 0.008534144 0.009218100
 COSNet                                          0.009745665 0.0001886321 NA 0.009382813 0.010122407
 bagsvm                                          0.009132379 0.0001787044 NA 0.008788697 0.009489371
 rf                                              0.007124323 0.0001459348 NA 0.006843923 0.007416126
 svm                                             0.007049062 0.0001446971 NA 0.006771052 0.007338403

cv_scheme = classic, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.027292992 0.0004189388 NA 0.026483782 0.028126212
 randomraw                                       0.018239943 0.0003114747 NA 0.017639386 0.018860555
 random                                          0.014290707 0.0002624581 NA 0.013785319 0.014814345
 EGAD                                            0.017117202 0.0002977122 NA 0.016543365 0.017710585
 association_score.datatypes.affected_pathway    0.012881439 0.0002444844 NA 0.012410951 0.013369522
 association_score.datatypes.animal_model        0.022916214 0.0003676589 NA 0.022206572 0.023647984
 association_score.datatypes.genetic_association 0.025577005 0.0003989625 NA 0.024806584 0.026370706
 association_score.datatypes.literature          0.063804423 0.0008177458 NA 0.062220306 0.065426058
 association_score.datatypes.rna_expression      0.016710822 0.0002926998 NA 0.016146717 0.017294289
 association_score.datatypes.somatic_mutation    0.012761625 0.0002429418 NA 0.012294132 0.013246656
 ppr                                             0.029423442 0.0004435327 NA 0.028566476 0.030305315
 raw                                             0.025244800 0.0003950768 NA 0.024481924 0.026030814
 gm                                              0.023629425 0.0003760915 NA 0.022903411 0.024377878
 mc                                              0.021935919 0.0003560145 NA 0.021248886 0.022644651
 z                                               0.023741982 0.0003774195 NA 0.023013390 0.024493063
 knn                                             0.022676216 0.0003648140 NA 0.021972098 0.023402358
 wsld                                            0.022361618 0.0003610790 NA 0.021664752 0.023080371
 COSNet                                          0.024537346 0.0003867811 NA 0.023790577 0.025306948
 bagsvm                                          0.023014865 0.0003688272 NA 0.022302955 0.023748947
 rf                                              0.018009767 0.0003086630 NA 0.017414669 0.018624816
 svm                                             0.017821578 0.0003063606 NA 0.017230949 0.018432071

cv_scheme = block, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.027992978 0.0004290102 NA 0.027164286 0.028846200
 randomraw                                       0.018712211 0.0003191597 NA 0.018096819 0.019348118
 random                                          0.014662249 0.0002690132 NA 0.014144226 0.015198952
 EGAD                                            0.017560920 0.0003050827 NA 0.016972861 0.018168977
 association_score.datatypes.affected_pathway    0.013216833 0.0002506184 NA 0.012734529 0.013717149
 association_score.datatypes.animal_model        0.023506661 0.0003766068 NA 0.022779726 0.024256217
 association_score.datatypes.genetic_association 0.026234168 0.0004085995 NA 0.025445111 0.027047014
 association_score.datatypes.literature          0.065377883 0.0008356151 NA 0.063759062 0.067034862
 association_score.datatypes.rna_expression      0.017144190 0.0002999552 NA 0.016566086 0.017742103
 association_score.datatypes.somatic_mutation    0.013093940 0.0002490395 NA 0.012614703 0.013591134
 ppr                                             0.030176373 0.0004541332 NA 0.029298894 0.031079290
 raw                                             0.025893654 0.0004046288 NA 0.025112308 0.026698646
 gm                                              0.024237792 0.0003852261 NA 0.023494121 0.025004400
 mc                                              0.022501690 0.0003647034 NA 0.021797868 0.023227697
 z                                               0.024353175 0.0003865833 NA 0.023606869 0.025122468
 knn                                             0.023260626 0.0003736987 NA 0.022539338 0.024004430
 wsld                                            0.022938111 0.0003698808 NA 0.022224236 0.023674361
 COSNet                                          0.025168486 0.0003961512 NA 0.024403601 0.025956706
 bagsvm                                          0.023607792 0.0003778010 NA 0.022878539 0.024359711
 rf                                              0.018476188 0.0003162839 NA 0.017866380 0.019106405
 svm                                             0.018283215 0.0003139289 NA 0.017677979 0.018908773

cv_scheme = representative, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.020539551 0.0003209823 NA 0.019919781 0.021178188
 randomraw                                       0.013695071 0.0002371139 NA 0.013238028 0.014167666
 random                                          0.010719127 0.0001991734 NA 0.010335704 0.011116614
 EGAD                                            0.012848423 0.0002264408 NA 0.012412090 0.013299889
 association_score.datatypes.affected_pathway    0.009658617 0.0001853130 NA 0.009302091 0.010028669
 association_score.datatypes.animal_model        0.017226593 0.0002808467 NA 0.016684698 0.017785771
 association_score.datatypes.genetic_association 0.019239774 0.0003053226 NA 0.018650388 0.019847408
 association_score.datatypes.literature          0.048466667 0.0006402349 NA 0.047227135 0.049737034
 association_score.datatypes.rna_expression      0.012542095 0.0002225575 NA 0.012113297 0.012985873
 association_score.datatypes.somatic_mutation    0.009568489 0.0001841248 NA 0.009214269 0.009936189
 ppr                                             0.022154845 0.0003403048 NA 0.021497581 0.022831735
 raw                                             0.018988276 0.0003022802 NA 0.018404793 0.019589887
 gm                                              0.017765948 0.0002874324 NA 0.017211275 0.018338164
 mc                                              0.016485579 0.0002717619 NA 0.015961310 0.017026770
 z                                               0.017851086 0.0002884700 NA 0.017294399 0.018425356
 knn                                             0.017045142 0.0002786261 NA 0.016507555 0.017599923
 wsld                                            0.016807324 0.0002757118 NA 0.016275391 0.017356335
 COSNet                                          0.018452833 0.0002957888 NA 0.017881946 0.019041593
 bagsvm                                          0.017301185 0.0002817588 NA 0.016757520 0.017862168
 rf                                              0.013521458 0.0002349321 NA 0.013068649 0.013989734
 svm                                             0.013379529 0.0002331459 NA 0.012930185 0.013844269

cv_scheme = classic, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.031058215 0.0004596008 NA 0.030169949 0.031971772
 randomraw                                       0.020782932 0.0003446106 NA 0.020118142 0.021469208
 random                                          0.016292235 0.0002917272 NA 0.015730219 0.016873988
 EGAD                                            0.019506770 0.0003297939 NA 0.018870774 0.020163760
 association_score.datatypes.affected_pathway    0.014688529 0.0002722516 NA 0.014164364 0.015231792
 association_score.datatypes.animal_model        0.026093834 0.0004048749 NA 0.025311928 0.026899227
 association_score.datatypes.genetic_association 0.029112584 0.0004383112 NA 0.028265695 0.029984063
 association_score.datatypes.literature          0.072232566 0.0008782809 NA 0.070529968 0.073972993
 association_score.datatypes.rna_expression      0.019044758 0.0003243917 NA 0.018419261 0.019691071
 association_score.datatypes.somatic_mutation    0.014552155 0.0002705777 NA 0.014031243 0.015092109
 ppr                                             0.033472460 0.0004857631 NA 0.032533343 0.034437721
 raw                                             0.028735812 0.0004341658 NA 0.027896980 0.029599098
 gm                                              0.026903217 0.0004138914 NA 0.026103788 0.027726431
 mc                                              0.024981084 0.0003924126 NA 0.024223397 0.025761844
 z                                               0.027030937 0.0004153106 NA 0.026228750 0.027856957
 knn                                             0.025821436 0.0004018314 NA 0.025045445 0.026620814
 wsld                                            0.025464340 0.0003978345 NA 0.024696117 0.026255818
 COSNet                                          0.027933329 0.0004253110 NA 0.027111707 0.028779115
 bagsvm                                          0.026205797 0.0004061245 NA 0.025421462 0.027013660
 rf                                              0.020521336 0.0003415854 NA 0.019862425 0.021201633
 svm                                             0.020307445 0.0003391074 NA 0.019653349 0.020982844

cv_scheme = block, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.031851606 0.0004705317 NA 0.030942181 0.032786856
 randomraw                                       0.021319613 0.0003530535 NA 0.020638516 0.022022682
 random                                          0.016714932 0.0002989740 NA 0.016138940 0.017311120
 EGAD                                            0.020011170 0.0003379050 NA 0.019359513 0.020684299
 association_score.datatypes.affected_pathway    0.015070256 0.0002790493 NA 0.014532990 0.015627069
 association_score.datatypes.animal_model        0.026763911 0.0004146407 NA 0.025963118 0.027588703
 association_score.datatypes.genetic_association 0.029857804 0.0004487930 NA 0.028990633 0.030750093
 association_score.datatypes.literature          0.073997441 0.0008969940 NA 0.072258467 0.075774846
 association_score.datatypes.rna_expression      0.019537450 0.0003323812 NA 0.018896529 0.020199662
 association_score.datatypes.somatic_mutation    0.014930391 0.0002773366 NA 0.014396454 0.015483819
 ppr                                             0.034325338 0.0004972390 NA 0.033363999 0.035313365
 raw                                             0.029471681 0.0004445595 NA 0.028612738 0.030355602
 gm                                              0.027593490 0.0004238515 NA 0.026774796 0.028436486
 mc                                              0.025623338 0.0004019083 NA 0.024847292 0.026422965
 z                                               0.027724394 0.0004253012 NA 0.026902882 0.028570255
 knn                                             0.026484709 0.0004115314 NA 0.025689960 0.027303355
 wsld                                            0.026118686 0.0004074480 NA 0.025331873 0.026929262
 COSNet                                          0.028649254 0.0004355159 NA 0.027807889 0.029515303
 bagsvm                                          0.026878670 0.0004159173 NA 0.026075396 0.027705985
 rf                                              0.021051407 0.0003499608 NA 0.020376320 0.021748364
 svm                                             0.020832108 0.0003474274 NA 0.020161945 0.021524058

cv_scheme = representative, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.023395508 0.0003530545 NA 0.022713431 0.024097562
 randomraw                                       0.015614497 0.0002627989 NA 0.015107694 0.016138022
 random                                          0.012226632 0.0002216865 NA 0.011799673 0.012668842
 EGAD                                            0.014650951 0.0002512543 NA 0.014166568 0.015151641
 association_score.datatypes.affected_pathway    0.011018636 0.0002066115 NA 0.010620957 0.011431033
 association_score.datatypes.animal_model        0.019631127 0.0003099562 NA 0.019032747 0.020247931
 association_score.datatypes.genetic_association 0.021919045 0.0003362575 NA 0.021269588 0.022587875
 association_score.datatypes.literature          0.054987792 0.0006914359 NA 0.053648225 0.056358816
 association_score.datatypes.rna_expression      0.014302270 0.0002470501 NA 0.013826052 0.014794645
 association_score.datatypes.somatic_mutation    0.010915957 0.0002053176 NA 0.010520791 0.011325795
 ppr                                             0.025229618 0.0003737494 NA 0.024507350 0.025972605
 raw                                             0.021633297 0.0003329915 NA 0.020990183 0.022295666
 gm                                              0.020244216 0.0003170391 NA 0.019632081 0.020875031
 mc                                              0.018788657 0.0003001781 NA 0.018209266 0.019386120
 z                                               0.020340984 0.0003181546 NA 0.019726683 0.020974005
 knn                                             0.019424849 0.0003075670 NA 0.018831109 0.020036928
 wsld                                            0.019154475 0.0003044306 NA 0.018566826 0.019760350
 COSNet                                          0.021024867 0.0003260199 NA 0.020395292 0.021673446
 bagsvm                                          0.019715922 0.0003109374 NA 0.019115636 0.020334667
 rf                                              0.015416932 0.0002604402 NA 0.014914710 0.015935792
 svm                                             0.015255415 0.0002585088 NA 0.014756944 0.015770454

cv_scheme = classic, disease = asthma:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.026221437 0.0004072139 NA 0.025435022 0.027031492
 randomraw                                       0.017517421 0.0003019804 NA 0.016935267 0.018119217
 random                                          0.013722435 0.0002540953 NA 0.013233227 0.014229469
 EGAD                                            0.016438409 0.0002885274 NA 0.015882367 0.017013581
 association_score.datatypes.affected_pathway    0.012368504 0.0002365587 NA 0.011913336 0.012840836
 association_score.datatypes.animal_model        0.022012608 0.0003569603 NA 0.021323740 0.022723213
 association_score.datatypes.genetic_association 0.024571120 0.0003876297 NA 0.023822721 0.025342419
 association_score.datatypes.literature          0.061389857 0.0007998702 NA 0.059840722 0.062976409
 association_score.datatypes.rna_expression      0.016047881 0.0002836292 NA 0.015501346 0.016613360
 association_score.datatypes.somatic_mutation    0.012253402 0.0002350543 NA 0.011801154 0.012722757
 ppr                                             0.028270674 0.0004313377 NA 0.027437430 0.029128466
 raw                                             0.024251655 0.0003838214 NA 0.023510648 0.025015418
 gm                                              0.022698349 0.0003652196 NA 0.021993450 0.023425300
 mc                                              0.021070133 0.0003455582 NA 0.020403396 0.021758173
 z                                               0.022806575 0.0003665204 NA 0.022099151 0.023536100
 knn                                             0.021781862 0.0003541742 NA 0.021098402 0.022486954
 wsld                                            0.021479399 0.0003505169 NA 0.020803038 0.022177253
 COSNet                                          0.023571359 0.0003756922 NA 0.022846132 0.024319035
 bagsvm                                          0.022107457 0.0003581045 NA 0.021416368 0.022820326
 rf                                              0.017296202 0.0002992315 NA 0.016719384 0.017892558
 svm                                             0.017115338 0.0002969806 NA 0.016542889 0.017707240

cv_scheme = block, disease = asthma:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.026894700 0.0004170338 NA 0.026089295 0.027724262
 randomraw                                       0.017971324 0.0003094464 NA 0.017374761 0.018587982
 random                                          0.014079414 0.0002604515 NA 0.013577955 0.014599118
 EGAD                                            0.016864833 0.0002956841 NA 0.016294984 0.017454257
 association_score.datatypes.affected_pathway    0.012690714 0.0002425022 NA 0.012224100 0.013174902
 association_score.datatypes.animal_model        0.022580311 0.0003656703 NA 0.021874613 0.023308233
 association_score.datatypes.genetic_association 0.025203106 0.0003970202 NA 0.024436553 0.025993065
 association_score.datatypes.literature          0.062907773 0.0008174751 NA 0.061324458 0.064529157
 association_score.datatypes.rna_expression      0.016464344 0.0002906728 NA 0.015904222 0.017043851
 association_score.datatypes.somatic_mutation    0.012572651 0.0002409622 NA 0.012109027 0.013053792
 ppr                                             0.028994987 0.0004416813 NA 0.028141732 0.029873318
 raw                                             0.024875634 0.0003931279 NA 0.024116636 0.025657891
 gm                                              0.023283317 0.0003741139 NA 0.022561228 0.024027947
 mc                                              0.021614067 0.0003540128 NA 0.020930998 0.022318920
 z                                               0.023394265 0.0003754437 NA 0.022669595 0.024141527
 knn                                             0.022343750 0.0003628220 NA 0.021643581 0.023066036
 wsld                                            0.022033661 0.0003590828 NA 0.021340750 0.022748547
 COSNet                                          0.024178268 0.0003848190 NA 0.023435400 0.024944083
 bagsvm                                          0.022677549 0.0003668401 NA 0.021969581 0.023407786
 rf                                              0.017744476 0.0003066344 NA 0.017153372 0.018355570
 svm                                             0.017559009 0.0003043318 NA 0.016972374 0.018165546

cv_scheme = representative, disease = asthma:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.019727767 0.0003117619 NA 0.019125908 0.020348172
 randomraw                                       0.013150169 0.0002297682 NA 0.012707357 0.013608198
 random                                          0.010291397 0.0001927500 NA 0.009920395 0.010676124
 EGAD                                            0.012336786 0.0002193492 NA 0.011914185 0.012774183
 association_score.datatypes.affected_pathway    0.009272808 0.0001792414 NA 0.008928014 0.009630789
 association_score.datatypes.animal_model        0.016543535 0.0002724989 NA 0.016017838 0.017086187
 association_score.datatypes.genetic_association 0.018478391 0.0002964377 NA 0.017906258 0.019068450
 association_score.datatypes.literature          0.046603638 0.0006252380 NA 0.045393404 0.047844520
 association_score.datatypes.rna_expression      0.012042508 0.0002155593 NA 0.011627258 0.012472400
