cv_scheme = classic:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.041208762 0.0009099454 NA 0.039461777 0.043029622
 randomraw                                       0.027002493 0.0007415672 NA 0.025586461 0.028494600
 random                                          0.021623659 0.0006652646 NA 0.020357496 0.022966727
 EGAD                                            0.070446980 0.0011724715 NA 0.068183333 0.072779909
 association_score.datatypes.affected_pathway    0.019488596 0.0006321851 NA 0.018287384 0.020767042
 association_score.datatypes.animal_model        0.034622384 0.0008366990 NA 0.033019407 0.036300259
 association_score.datatypes.genetic_association 0.038627548 0.0008820816 NA 0.036935352 0.040394019
 association_score.datatypes.literature          0.095760175 0.0013486830 NA 0.093149228 0.098436363
 association_score.datatypes.rna_expression      0.025269065 0.0007179486 NA 0.023899431 0.026715043
 association_score.datatypes.somatic_mutation    0.019307635 0.0006292950 NA 0.018112097 0.020580435
 ppr                                             0.148670474 0.0016296266 NA 0.145504701 0.151892883
 raw                                             0.247121834 0.0019646276 NA 0.243291419 0.250992553
 gm                                              0.159648250 0.0016772408 NA 0.156388269 0.162963060
 mc                                              0.161380522 0.0016844772 NA 0.158106217 0.164709369
 z                                               0.226655902 0.0019101464 NA 0.222933955 0.230421562
 knn                                             0.207798630 0.0018535620 NA 0.204189138 0.211454974
 wsld                                            0.195760964 0.0018139966 NA 0.192230005 0.199340775
 COSNet                                          0.106619564 0.0014145596 NA 0.103878655 0.109423962
 bagsvm                                          0.244136177 0.0019571083 NA 0.240320746 0.247992410
 rf                                              0.237202024 0.0019390872 NA 0.233422484 0.241023519
 svm                                             0.185989244 0.0017797728 NA 0.182526162 0.189502799

cv_scheme = block:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.012992041 0.0003035715 NA 0.012410301 0.013600674
 randomraw                                       0.008427674 0.0002403374 NA 0.007969440 0.008912019
 random                                          0.006723334 0.0002132277 NA 0.006318058 0.007154419
 EGAD                                            0.022683734 0.0004145577 NA 0.021885273 0.023510625
 association_score.datatypes.affected_pathway    0.006050392 0.0002017297 NA 0.005667578 0.006458894
 association_score.datatypes.animal_model        0.010864426 0.0002754310 NA 0.010337645 0.011417740
 association_score.datatypes.genetic_association 0.012155844 0.0002927427 NA 0.011595253 0.012743188
 association_score.datatypes.literature          0.031414522 0.0005007942 NA 0.030447682 0.032411038
 association_score.datatypes.rna_expression      0.007877006 0.0002318538 NA 0.007435344 0.008344682
 association_score.datatypes.somatic_mutation    0.005993448 0.0002007320 NA 0.005612584 0.006399991
 ppr                                             0.050768061 0.0006683320 NA 0.049474036 0.052094078
 raw                                             0.091343445 0.0009634341 NA 0.089472623 0.093249379
 gm                                              0.054983652 0.0007019177 NA 0.053624018 0.056375706
 mc                                              0.055655469 0.0007071935 NA 0.054285528 0.057057895
 z                                               0.082367216 0.0009028619 NA 0.080614853 0.084154183
 knn                                             0.074360163 0.0008468091 NA 0.072717388 0.076037007
 wsld                                            0.069375575 0.0008108658 NA 0.067803056 0.070981788
 COSNet                                          0.035261539 0.0005362360 NA 0.034225494 0.036327767
 bagsvm                                          0.090014837 0.0009546113 NA 0.088161272 0.091903445
 rf                                              0.086954577 0.0009341036 NA 0.085141121 0.088802910
 svm                                             0.065399566 0.0007815719 NA 0.063884297 0.066948206

cv_scheme = representative:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.014591344 0.0003390684 NA 0.013941477 0.015271033
 randomraw                                       0.009470501 0.0002690807 NA 0.008957397 0.010012699
 random                                          0.007556875 0.0002389489 NA 0.007102660 0.008039903
 EGAD                                            0.025445315 0.0004608573 NA 0.024557496 0.026364363
 association_score.datatypes.affected_pathway    0.006801075 0.0002261472 NA 0.006371878 0.007258970
 association_score.datatypes.animal_model        0.012205061 0.0003079748 NA 0.011615952 0.012823659
 association_score.datatypes.genetic_association 0.013653636 0.0003271133 NA 0.013027129 0.014309835
 association_score.datatypes.literature          0.035200730 0.0005545539 NA 0.034129845 0.036303952
 association_score.datatypes.rna_expression      0.008852302 0.0002596592 NA 0.008357611 0.009375997
 association_score.datatypes.somatic_mutation    0.006737114 0.0002250358 NA 0.006310090 0.007192827
 ppr                                             0.056750170 0.0007343137 NA 0.055327976 0.058206668
 raw                                             0.101594924 0.0010439192 NA 0.099567076 0.103659319
 gm                                              0.061430346 0.0007699977 NA 0.059938390 0.062956951
 mc                                              0.062175749 0.0007755926 NA 0.060672855 0.063713346
 z                                               0.091712972 0.0009810932 NA 0.089808102 0.093654088
 knn                                             0.082879459 0.0009226215 NA 0.081089006 0.084705802
 wsld                                            0.077371532 0.0008849591 NA 0.075654758 0.079123928
 COSNet                                          0.039492500 0.0005928285 NA 0.038346827 0.040670953
 bagsvm                                          0.100133638 0.0010347915 NA 0.098123659 0.102180125
 rf                                              0.096765948 0.0010135442 NA 0.094797563 0.098770746
 svm                                             0.072973197 0.0008541671 NA 0.071316651 0.074665128

Results are averaged over the levels of: disease 
Confidence level used: 0.95 
Intervals are back-transformed from the logit scale 
