cv_scheme = classic, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.104664051 0.0019196705 NA 0.100960844 0.108486699
 randomraw                                       0.043053322 0.0011440766 NA 0.040865914 0.045352278
 random                                          0.036636403 0.0010445512 NA 0.034643251 0.038739626
 EGAD                                            0.176404144 0.0026026469 NA 0.171360868 0.181563326
 association_score.datatypes.affected_pathway    0.036265518 0.0010386115 NA 0.034283959 0.038357060
 association_score.datatypes.animal_model        0.061250737 0.0014007733 NA 0.058562108 0.064054405
 association_score.datatypes.genetic_association 0.086895234 0.0017195983 NA 0.083583495 0.090325258
 association_score.datatypes.literature          0.262373613 0.0032099366 NA 0.256131025 0.268713388
 association_score.datatypes.rna_expression      0.058218675 0.0013601238 NA 0.055609440 0.060942437
 association_score.datatypes.somatic_mutation    0.035629850 0.0010283787 NA 0.033668261 0.037701267
 ppr                                             0.315452599 0.0034824202 NA 0.308667324 0.322317489
 raw                                             0.402171176 0.0037664736 NA 0.394811707 0.409574986
 gm                                              0.229087502 0.0029998115 NA 0.223261067 0.235019982
 mc                                              0.340460079 0.0035846722 NA 0.333469715 0.347520576
 z                                               0.366127067 0.0036724326 NA 0.358959565 0.373354331
 knn                                             0.374339657 0.0036968539 NA 0.367122588 0.381613053
 wsld                                            0.363933597 0.0036656103 NA 0.356779917 0.371147948
 COSNet                                          0.190866624 0.0027198235 NA 0.185592668 0.196254335
 bagsvm                                          0.394800543 0.0037500089 NA 0.387474944 0.402173704
 rf                                              0.379706739 0.0037118578 NA 0.372459137 0.387008396
 svm                                             0.320958742 0.0035063593 NA 0.314125547 0.327869523

cv_scheme = block, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.048792358 0.0009657226 NA 0.046934030 0.050720350
 randomraw                                       0.019359481 0.0005320783 NA 0.018343701 0.020430339
 random                                          0.016413459 0.0004817273 NA 0.015495514 0.017384823
 EGAD                                            0.085910873 0.0014329325 NA 0.083143652 0.088761277
 association_score.datatypes.affected_pathway    0.016243848 0.0004787545 NA 0.015331679 0.017209338
 association_score.datatypes.animal_model        0.027833469 0.0006669623 NA 0.026555643 0.029170939
 association_score.datatypes.genetic_association 0.040084220 0.0008459127 NA 0.038458726 0.041775432
 association_score.datatypes.literature          0.135008337 0.0019733720 NA 0.131187140 0.138923040
 association_score.datatypes.rna_expression      0.026409106 0.0006450922 NA 0.025173767 0.027703344
 association_score.datatypes.somatic_mutation    0.015953313 0.0004736413 NA 0.015051081 0.016908701
 ppr                                             0.168196283 0.0022967765 NA 0.163742616 0.172746064
 raw                                             0.227911455 0.0027995894 NA 0.222470961 0.233445050
 gm                                              0.115353559 0.0017663085 NA 0.111936574 0.118860891
 mc                                              0.184679408 0.0024455704 NA 0.179934210 0.189520826
 z                                               0.202202773 0.0025953391 NA 0.197163738 0.207337334
 knn                                             0.207944629 0.0026425458 NA 0.202812887 0.213171497
 wsld                                            0.200680456 0.0025826693 NA 0.195666295 0.205790236
 COSNet                                          0.093799227 0.0015251278 NA 0.090852430 0.096831424
 bagsvm                                          0.222545632 0.0027584678 NA 0.217186038 0.227998966
 rf                                              0.211733381 0.0026731931 NA 0.206541428 0.217020150
 svm                                             0.171777090 0.0023297588 NA 0.167258832 0.176391548

cv_scheme = representative, disease = allergy:
