cv_scheme = classic, disease = allergy:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.16458566 0.0023839065 NA 0.15996638 0.16931144
 randomraw                                       0.09200261 0.0017266515 NA 0.08867390 0.09544318
 random                                          0.07305042 0.0015174595 NA 0.07013146 0.07608093
 EGAD                                            0.26866286 0.0030453733 NA 0.26273615 0.27467346
 association_score.datatypes.affected_pathway    0.07286923 0.0015153569 NA 0.06995439 0.07589562
 association_score.datatypes.animal_model        0.09811329 0.0017900592 NA 0.09466031 0.10167807
 association_score.datatypes.genetic_association 0.12824687 0.0020791161 NA 0.12422679 0.13237737
 association_score.datatypes.literature          0.38200956 0.0034557505 NA 0.37525973 0.38880525
 association_score.datatypes.rna_expression      0.10291291 0.0018386392 NA 0.09936469 0.10657284
 association_score.datatypes.somatic_mutation    0.07224258 0.0015080680 NA 0.06934200 0.07525467
 ppr                                             0.42575568 0.0035326618 NA 0.41884678 0.43269370
 raw                                             0.53301904 0.0035328883 NA 0.52608879 0.53993658
 gm                                              0.27413003 0.0030723199 NA 0.26814973 0.28019264
 mc                                              0.47869035 0.0035661160 NA 0.47170551 0.48568352
 z                                               0.49203089 0.0035642898 NA 0.48504702 0.49901787
 knn                                             0.48718503 0.0035654301 NA 0.48019987 0.49417519
 wsld                                            0.47931170 0.0035661225 NA 0.47232673 0.48630477
 COSNet                                          0.24406838 0.0029148793 NA 0.23840069 0.24982661
 bagsvm                                          0.51706447 0.0035497362 NA 0.51010426 0.52401807
 rf                                              0.47826245 0.0035661063 NA 0.47127772 0.48525569
 svm                                             0.41362858 0.0035158214 NA 0.40675502 0.42053595

cv_scheme = block, disease = allergy:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.09014441 0.0014393078 NA 0.08736291 0.09300545
 randomraw                                       0.04848501 0.0009626505 NA 0.04663271 0.05040699
 random                                          0.03812092 0.0008285676 NA 0.03652976 0.03977852
 EGAD                                            0.15593457 0.0020656896 NA 0.15192861 0.16002623
 association_score.datatypes.affected_pathway    0.03802282 0.0008272543 NA 0.03643422 0.03967783
 association_score.datatypes.animal_model        0.05187043 0.0010047172 NA 0.04993618 0.05387534
 association_score.datatypes.genetic_association 0.06888621 0.0012061543 NA 0.06655943 0.07128812
 association_score.datatypes.literature          0.23714366 0.0026764774 NA 0.23193791 0.24242938
 association_score.datatypes.rna_expression      0.05454470 0.0010374310 NA 0.05254672 0.05661410
 association_score.datatypes.somatic_mutation    0.03768365 0.0008227065 NA 0.03610391 0.03932969
 ppr                                             0.27159098 0.0028858175 NA 0.26597196 0.27728387
 raw                                             0.36468023 0.0033084985 NA 0.35822057 0.37118899
 gm                                              0.15960841 0.0020970073 NA 0.15554109 0.16376146
 mc                                              0.31590257 0.0031128496 NA 0.30983344 0.32203510
 z                                               0.32755697 0.0031647434 NA 0.32138457 0.33378961
 knn                                             0.32330000 0.0031461640 NA 0.31716459 0.32949682
 wsld                                            0.31644088 0.0031153180 NA 0.31036684 0.32257818
 COSNet                                          0.13968860 0.0019227952 NA 0.13596240 0.14349996
 bagsvm                                          0.34998802 0.0032555172 NA 0.34363448 0.35639526
 rf                                              0.31553210 0.0031111468 NA 0.30946636 0.32166136
 svm                                             0.26185270 0.0028295711 NA 0.25634486 0.26743633

cv_scheme = representative, disease = allergy:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.11781815 0.0018133716 NA 0.11431019 0.12141900
 randomraw                                       0.06427302 0.0012494289 NA 0.06186720 0.06676574
 random                                          0.05071398 0.0010837104 NA 0.04863156 0.05288061
 EGAD                                            0.19937959 0.0024892612 NA 0.19454552 0.20430331
 association_score.datatypes.affected_pathway    0.05058517 0.0010820723 NA 0.04850595 0.05274858
 association_score.datatypes.animal_model        0.06868125 0.0013007943 NA 0.06617516 0.07127501
 association_score.datatypes.genetic_association 0.09068427 0.0015425341 NA 0.08770599 0.09375330
 association_score.datatypes.literature          0.29529871 0.0030605415 NA 0.28933576 0.30133245
 association_score.datatypes.rna_expression      0.07215627 0.0013405306 NA 0.06957259 0.07482818
 association_score.datatypes.somatic_mutation    0.05013979 0.0010763977 NA 0.04807164 0.05229203
 ppr                                             0.33448959 0.0032293540 NA 0.32819025 0.34084851
 raw                                             0.43622660 0.0034976170 NA 0.42938401 0.44309357
 gm                                              0.20382982 0.0025208837 NA 0.19893350 0.20881523
 mc                                              0.38365823 0.0033894620 NA 0.37703708 0.39032280
 z                                               0.39636401 0.0034215536 NA 0.38967774 0.40308922
 knn                                             0.39173374 0.0034102988 NA 0.38507035 0.39843772
 wsld                                            0.38424715 0.0033910335 NA 0.37762282 0.39091470
 COSNet                                          0.17957026 0.0023421935 NA 0.17502539 0.18420679
 bagsvm                                          0.42056004 0.0034721707 NA 0.41377021 0.42738005
 rf                                              0.38325283 0.0033883754 NA 0.37663388 0.38991534
 svm                                             0.32349762 0.0031857142 NA 0.31728544 0.32977268

cv_scheme = classic, disease = Alzheimers disease:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.16672478 0.0024057884 NA 0.16206271 0.17149352
 randomraw                                       0.09330373 0.0017470254 NA 0.08993552 0.09678466
 random                                          0.07410539 0.0015364647 NA 0.07114969 0.07717366
 EGAD                                            0.27171472 0.0030626676 NA 0.26575374 0.27775883
 association_score.datatypes.affected_pathway    0.07392180 0.0015343464 NA 0.07097025 0.07698592
 association_score.datatypes.animal_model        0.09949135 0.0018107706 NA 0.09599819 0.10309713
 association_score.datatypes.genetic_association 0.12998718 0.0021008745 NA 0.12592472 0.13416058
 association_score.datatypes.literature          0.38566998 0.0034628464 NA 0.37890555 0.39247887
 association_score.datatypes.rna_expression      0.10435059 0.0018595840 NA 0.10076170 0.10805195
 association_score.datatypes.somatic_mutation    0.07328680 0.0015270029 NA 0.07034964 0.07633652
 ppr                                             0.42954393 0.0035350916 NA 0.42262951 0.43648595
 raw                                             0.53686940 0.0035236991 NA 0.52995645 0.54376822
 gm                                              0.27722045 0.0030892190 NA 0.27120664 0.28331578
 mc                                              0.48255380 0.0035627461 NA 0.47557480 0.48953960
 z                                               0.49589959 0.0035594659 NA 0.48892441 0.50287636
 knn                                             0.49105245 0.0035611331 NA 0.48407496 0.49803344
 wsld                                            0.48317551 0.0035626847 NA 0.47619652 0.49016108
 COSNet                                          0.24693519 0.0029337889 NA 0.24123016 0.25273019
 bagsvm                                          0.52092815 0.0035422226 NA 0.51398192 0.52786629
 rf                                              0.48212563 0.0035627832 NA 0.47514665 0.48911160
 svm                                             0.41738735 0.0035195651 NA 0.41050572 0.42430131

cv_scheme = block, disease = Alzheimers disease:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.09142190 0.0014558192 NA 0.08860831 0.09431558
 randomraw                                       0.04920404 0.0009752941 NA 0.04732733 0.05115118
 random                                          0.03869250 0.0008398301 NA 0.03707966 0.04037256
 EGAD                                            0.15798252 0.0020845880 NA 0.15393959 0.16211128
 association_score.datatypes.affected_pathway    0.03859299 0.0008385026 NA 0.03698273 0.04027043
 association_score.datatypes.animal_model        0.05263689 0.0010177677 NA 0.05067743 0.05466775
 association_score.datatypes.genetic_association 0.06988558 0.0012209792 NA 0.06753007 0.07231688
 association_score.datatypes.literature          0.23995496 0.0026938573 NA 0.23471491 0.24527450
 association_score.datatypes.rna_expression      0.05534837 0.0010507894 NA 0.05332457 0.05744432
 association_score.datatypes.somatic_mutation    0.03824894 0.0008339057 NA 0.03664763 0.03991732
 ppr                                             0.27466361 0.0029014090 NA 0.26901368 0.28038669
 raw                                             0.36827355 0.0033168206 NA 0.36179696 0.37479799
 gm                                              0.16169536 0.0021159327 NA 0.15759101 0.16588556
 mc                                              0.31925679 0.0031253609 NA 0.31316264 0.32541334
 z                                               0.33097507 0.0031763209 NA 0.32477945 0.33722986
 knn                                             0.32669525 0.0031580880 NA 0.32053596 0.33291491
 wsld                                            0.31979814 0.0031277872 NA 0.31369917 0.32595938
 COSNet                                          0.14155897 0.0019414500 NA 0.13779633 0.14540701
 bagsvm                                          0.35351714 0.0032651747 NA 0.34714407 0.35994270
 rf                                              0.31888423 0.0031236870 NA 0.31279341 0.32503755
 svm                                             0.26485522 0.0028457269 NA 0.25931539 0.27047018

cv_scheme = representative, disease = Alzheimers disease:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.11943633 0.0018326279 NA 0.11589088 0.12307516
 randomraw                                       0.06521014 0.0012652357 NA 0.06277376 0.06773426
 random                                          0.05146428 0.0010980251 NA 0.04935426 0.05365942
 EGAD                                            0.20186166 0.0025086974 NA 0.19698941 0.20682337
 association_score.datatypes.affected_pathway    0.05133367 0.0010963712 NA 0.04922688 0.05352556
 association_score.datatypes.animal_model        0.06967786 0.0013170212 NA 0.06714037 0.07230383
 association_score.datatypes.genetic_association 0.09196864 0.0015604601 NA 0.08895555 0.09507313
 association_score.datatypes.literature          0.29852963 0.0030749395 NA 0.29253802 0.30459113
 association_score.datatypes.rna_expression      0.07319935 0.0013570684 NA 0.07058365 0.07590406
 association_score.datatypes.somatic_mutation    0.05088205 0.0010906418 NA 0.04878643 0.05306266
 ppr                                             0.33794368 0.0032405641 NA 0.33162180 0.34432399
 raw                                             0.44003662 0.0034987745 NA 0.43319102 0.44690511
 gm                                              0.20635301 0.0025401946 NA 0.20141875 0.21137615
 mc                                              0.38732455 0.0033960513 NA 0.38068982 0.39400135
 z                                               0.40007293 0.0034268654 NA 0.39337556 0.40680786
 knn                                             0.39542772 0.0034160793 NA 0.38875231 0.40214234
 wsld                                            0.38791556 0.0033975642 NA 0.38127775 0.39459522
 COSNet                                          0.18186174 0.0023620342 NA 0.17727798 0.18653715
 bagsvm                                          0.42433621 0.0034749824 NA 0.41754015 0.43116101
 rf                                              0.38691770 0.0033950050 NA 0.38028509 0.39359253
 svm                                             0.32689395 0.0031978696 NA 0.32065741 0.33319229

cv_scheme = classic, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.10655998 0.0017353799 NA 0.10320620 0.11000938
 randomraw                                       0.05779617 0.0011671197 NA 0.05555070 0.06012663
 random                                          0.04553699 0.0010048050 NA 0.04360767 0.04754743
 EGAD                                            0.18193509 0.0024506324 NA 0.17718114 0.18678762
 association_score.datatypes.affected_pathway    0.04542071 0.0010032115 NA 0.04349449 0.04742800
 association_score.datatypes.animal_model        0.06178952 0.0012178698 NA 0.05944517 0.06422001
 association_score.datatypes.genetic_association 0.08177854 0.0014594362 NA 0.07896329 0.08468494
 association_score.datatypes.literature          0.27231637 0.0030965905 NA 0.26628967 0.27842772
 association_score.datatypes.rna_expression      0.06494015 0.0012572703 NA 0.06251903 0.06744830
 association_score.datatypes.somatic_mutation    0.04501864 0.0009976933 NA 0.04310317 0.04701505
 ppr                                             0.30979801 0.0033006946 NA 0.30336627 0.31630420
 raw                                             0.40863627 0.0036635191 NA 0.40147587 0.41583565
 gm                                              0.18608645 0.0024851807 NA 0.18126468 0.19100656
 mc                                              0.35728565 0.0035066162 NA 0.35044255 0.36418746
 z                                               0.36964184 0.0035505997 NA 0.36271029 0.37662757
 knn                                             0.36513491 0.0035350147 NA 0.35823474 0.37209093
 wsld                                            0.35785759 0.0035087394 NA 0.35101023 0.36476346
 COSNet                                          0.16350500 0.0022913786 NA 0.15906345 0.16804578
 bagsvm                                          0.39326938 0.0036237085 NA 0.38619005 0.40039382
 rf                                              0.35689198 0.0035051499 NA 0.35005182 0.36379098
 svm                                             0.29925259 0.0032469933 NA 0.29292762 0.30565510

cv_scheme = block, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.05658580 0.0009858834 NA 0.05468423 0.05854939
 randomraw                                       0.02992511 0.0006286754 NA 0.02871721 0.03118218
 random                                          0.02343067 0.0005338471 NA 0.02240683 0.02450011
 EGAD                                            0.10059164 0.0015102493 NA 0.09767005 0.10359060
 association_score.datatypes.affected_pathway    0.02336945 0.0005329303 NA 0.02234740 0.02443708
 association_score.datatypes.animal_model        0.03205826 0.0006589276 NA 0.03079164 0.03337520
 association_score.datatypes.genetic_association 0.04286865 0.0008071476 NA 0.04131425 0.04447881
 association_score.datatypes.literature          0.15838711 0.0021087600 NA 0.15429766 0.16256411
 association_score.datatypes.rna_expression      0.03374744 0.0006826198 NA 0.03243483 0.03511125
 association_score.datatypes.somatic_mutation    0.02315784 0.0005297574 NA 0.02214195 0.02421919
 ppr                                             0.18415599 0.0023456803 NA 0.17960290 0.18879794
 raw                                             0.25788661 0.0029260088 NA 0.25219347 0.26366296
 gm                                              0.10312089 0.0015384679 NA 0.10014433 0.10617549
 mc                                              0.21848090 0.0026336417 NA 0.21336300 0.22368665
 z                                               0.22773767 0.0027059690 NA 0.22247766 0.23308477
 knn                                             0.22434516 0.0026797230 NA 0.21913673 0.22964098
 wsld                                            0.21890632 0.0026370150 NA 0.21378180 0.22411867
 COSNet                                          0.08950016 0.0013841799 NA 0.08682404 0.09225044
 bagsvm                                          0.24583208 0.0028408707 NA 0.24030667 0.25144249
 rf                                              0.21818824 0.0026313183 NA 0.21307491 0.22338945
 svm                                             0.17679189 0.0022798066 NA 0.17236780 0.18130466

cv_scheme = representative, disease = arthritis:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07480427 0.0012703318 NA 0.07235224 0.07733247
 randomraw                                       0.03992310 0.0008261642 NA 0.03833495 0.04157420
 random                                          0.03132893 0.0007051179 NA 0.02997604 0.03274083
 EGAD                                            0.13101080 0.0018876794 NA 0.12735517 0.13475515
 association_score.datatypes.affected_pathway    0.03124774 0.0007039412 NA 0.02989713 0.03265731
 association_score.datatypes.animal_model        0.04273754 0.0008645040 NA 0.04107487 0.04446440
 association_score.datatypes.genetic_association 0.05693726 0.0010504194 NA 0.05491311 0.05903136
 association_score.datatypes.literature          0.20235161 0.0025371348 NA 0.19742449 0.20736992
 association_score.datatypes.rna_expression      0.04496328 0.0008944368 NA 0.04324242 0.04674927
 association_score.datatypes.somatic_mutation    0.03096706 0.0006998678 NA 0.02962437 0.03236858
 ppr                                             0.23329060 0.0027757480 NA 0.22789442 0.23877503
 raw                                             0.31900134 0.0033053682 NA 0.31255819 0.32551442
 gm                                              0.13419078 0.0019196780 NA 0.13047265 0.13799805
 mc                                              0.27370130 0.0030493227 NA 0.26776557 0.27971835
 z                                               0.28444616 0.0031148745 NA 0.27838079 0.29059047
 knn                                             0.28051574 0.0030912447 NA 0.27449711 0.28661419
 wsld                                            0.27419653 0.0030524101 NA 0.26825469 0.28021957
 COSNet                                          0.11700155 0.0017431566 NA 0.11362807 0.12046159
 bagsvm                                          0.30526519 0.0032333479 NA 0.29896508 0.31163906
 rf                                              0.27336055 0.0030471947 NA 0.26742903 0.27937347
 svm                                             0.22450236 0.0027105593 NA 0.21923446 0.22985958

cv_scheme = classic, disease = asthma:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.17298204 0.0024689836 NA 0.16819632 0.17787482
 randomraw                                       0.09712664 0.0018065063 NA 0.09364309 0.10072538
 random                                          0.07720868 0.0015920938 NA 0.07414544 0.08038748
 EGAD                                            0.28058550 0.0031115623 NA 0.27452756 0.28672427
 association_score.datatypes.affected_pathway    0.07701804 0.0015899310 NA 0.07395904 0.08019260
 association_score.datatypes.animal_model        0.10353885 0.0018711859 NA 0.09992842 0.10726417
 association_score.datatypes.genetic_association 0.13508919 0.0021640689 NA 0.13090360 0.13938715
 association_score.datatypes.literature          0.39623698 0.0034815944 NA 0.38943377 0.40308057
