cv_scheme = classic, disease = allergy:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.5251594 0.03333075 NA  1.4612116  1.5919057
 randomraw                                        0.7804739 0.01923140 NA  0.7436767  0.8190917
 random                                           0.6236921 0.01619041 NA  0.5927532  0.6562459
 EGAD                                             0.9222976 0.02194908 NA  0.8802661  0.9663361
 association_score.datatypes.affected_pathway     1.1666112 0.02658569 NA  1.1156507  1.2198994
 association_score.datatypes.animal_model         1.3584057 0.03020016 NA  1.3004855  1.4189054
 association_score.datatypes.genetic_association  1.3289329 0.02964581 NA  1.2720801  1.3883266
 association_score.datatypes.literature           4.0905073 0.08103250 NA  3.9347303  4.2524517
 association_score.datatypes.rna_expression       1.0456178 0.02429510 NA  0.9990682  1.0943362
 association_score.datatypes.somatic_mutation     1.1651708 0.02655847 NA  1.1142628  1.2184047
 ppr                                              1.8049289 0.03856581 NA  1.7309022  1.8821216
 raw                                              1.3351377 0.02976254 NA  1.2780602  1.3947643
 gm                                               1.3683776 0.03038761 NA  1.3100966  1.4292514
 mc                                               1.1261693 0.02582111 NA  1.0766811  1.1779321
 z                                                1.1358088 0.02600344 NA  1.0859696  1.1879354
 knn                                              1.2042831 0.02729706 NA  1.1519529  1.2589906
 wsld                                             1.1889927 0.02700842 NA  1.1372183  1.2431243
 COSNet                                           1.3145289 0.02937475 NA  1.2581981  1.3733818
 bagsvm                                           1.2377447 0.02792829 NA  1.1841990  1.2937115
 rf                                               0.9930987 0.02329759 NA  0.9484701  1.0398272
 svm                                              0.8750969 0.02104730 NA  0.8348022  0.9173366

cv_scheme = block, disease = allergy:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.4927378 0.03263714 NA  1.4301214  1.5580958
 randomraw                                        0.7638827 0.01882936 NA  0.7278551  0.8016936
 random                                           0.6104338 0.01585138 NA  0.5801430  0.6423061
 EGAD                                             0.9026916 0.02149078 NA  0.8615380  0.9458109
 association_score.datatypes.affected_pathway     1.1418116 0.02603149 NA  1.0919139  1.1939895
 association_score.datatypes.animal_model         1.3295289 0.02957125 NA  1.2728155  1.3887694
 association_score.datatypes.genetic_association  1.3006827 0.02902835 NA  1.2450146  1.3588399
 association_score.datatypes.literature           4.0035522 0.07935412 NA  3.8510033  4.1621439
 association_score.datatypes.rna_expression       1.0233903 0.02378828 NA  0.9778122  1.0710928
 association_score.datatypes.somatic_mutation     1.1404018 0.02600484 NA  1.0905555  1.1925265
 ppr                                              1.7665601 0.03776407 NA  1.6940730  1.8421488
 raw                                              1.3067556 0.02914267 NA  1.2508674  1.3651409
 gm                                               1.3392889 0.02975482 NA  1.2822220  1.3988957
 mc                                               1.1022294 0.02528272 NA  1.0537735  1.1529134
 z                                                1.1116640 0.02546128 NA  1.0628644  1.1627043
 knn                                              1.1786827 0.02672815 NA  1.1274436  1.2322505
 wsld                                             1.1637174 0.02644548 NA  1.1130225  1.2167212
 COSNet                                           1.2865849 0.02876290 NA  1.2314279  1.3442125
 bagsvm                                           1.2114329 0.02734634 NA  1.1590035  1.2662341
 rf                                               0.9719876 0.02281140 NA  0.9282908  1.0177413
 svm                                              0.8564943 0.02060766 NA  0.8170415  0.8978520

cv_scheme = representative, disease = allergy:
 method                                                rate         SE df  asymp.LCL  asymp.UCL
 pr                                               1.0741008 0.02368026 NA  1.0286768  1.1215306
 randomraw                                        0.5496525 0.01363781 NA  0.5235624  0.5770427
 random                                           0.4392382 0.01147350 NA  0.4173165  0.4623114
 EGAD                                             0.6495325 0.01557273 NA  0.6197165  0.6807830
 association_score.datatypes.affected_pathway     0.8215915 0.01887494 NA  0.7854178  0.8594312
 association_score.datatypes.animal_model         0.9566637 0.02144980 NA  0.9155332  0.9996420
 association_score.datatypes.genetic_association  0.9359074 0.02105486 NA  0.8955372  0.9780974
 association_score.datatypes.literature           2.8807594 0.05767919 NA  2.7698997  2.9960560
 association_score.datatypes.rna_expression       0.7363813 0.01724344 NA  0.7033486  0.7709654
 association_score.datatypes.somatic_mutation     0.8205771 0.01885555 NA  0.7844408  0.8583781
