cv_scheme = classic, disease = allergy:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.42230353 0.015469324 NA  0.39304702  0.45373776
 randomraw                                        0.12835939 0.006944367 NA  0.11544545  0.14271791
 random                                           0.12972130 0.006989354 NA  0.11672093  0.14416964
 EGAD                                             0.97342043 0.030001661 NA  0.91635908  1.03403497
 association_score.datatypes.affected_pathway     0.05901581 0.004417065 NA  0.05096357  0.06834031
 association_score.datatypes.animal_model         0.36124487 0.013797493 NA  0.33518968  0.38932539
 association_score.datatypes.genetic_association  0.59197399 0.020017371 NA  0.55401252  0.63253663
 association_score.datatypes.literature           1.04991400 0.031984437 NA  0.98906046  1.11451166
 association_score.datatypes.rna_expression       0.21835851 0.009736192 NA  0.20008598  0.23829975
 association_score.datatypes.somatic_mutation     0.05402217 0.004205199 NA  0.04637807  0.06292617
 ppr                                              1.74391725 0.049854314 NA  1.64889162  1.84441921
 raw                                              2.76784160 0.076064728 NA  2.62270140  2.92101385
 gm                                               2.46243477 0.068255977 NA  2.33222457  2.59991472
 mc                                               1.69068953 0.048488461 NA  1.59827557  1.78844696
 z                                                2.58727591 0.071448609 NA  2.45096151  2.73117167
 knn                                              2.52428788 0.069837903 NA  2.39105309  2.66494681
 wsld                                             2.40478086 0.066781216 NA  2.27739037  2.53929720
 COSNet                                           1.48685800 0.043252680 NA  1.40445572  1.57409498
 bagsvm                                           2.75127177 0.075641195 NA  2.60694135  2.90359290
 rf                                               2.77294874 0.076195266 NA  2.62755896  2.92638332
 svm                                              2.30331906 0.064185280 NA  2.18089197  2.43261875

cv_scheme = block, disease = allergy:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.16374786 0.006060429 NA  0.15229023  0.17606751
 randomraw                                        0.04977125 0.002705511 NA  0.04474126  0.05536674
 random                                           0.05029933 0.002723144 NA  0.04523548  0.05593005
 EGAD                                             0.37744300 0.011803191 NA  0.35500385  0.40130048
 association_score.datatypes.affected_pathway     0.02288333 0.001716985 NA  0.01975385  0.02650860
 association_score.datatypes.animal_model         0.14007241 0.005401026 NA  0.12987671  0.15106850
 association_score.datatypes.genetic_association  0.22953745 0.007856105 NA  0.21464486  0.24546332
 association_score.datatypes.literature           0.40710332 0.012587494 NA  0.38316496  0.43253724
 association_score.datatypes.rna_expression       0.08466834 0.003801672 NA  0.07753565  0.09245718
 association_score.datatypes.somatic_mutation     0.02094705 0.001634322 NA  0.01797674  0.02440816
 ppr                                              0.67620253 0.019659078 NA  0.63874867  0.71585255
 raw                                              1.07322838 0.030035376 NA  1.01594551  1.13374107
 gm                                               0.95480713 0.026943758 NA  0.90343216  1.00910360
 mc                                               0.65556352 0.019118450 NA  0.61914285  0.69412661
 z                                                1.00321418 0.028207757 NA  0.94942377  1.06005213
 knn                                              0.97879062 0.027570057 NA  0.92621882  1.03434637
 wsld                                             0.93245187 0.026359893 NA  0.88219264  0.98557440
 COSNet                                           0.57652801 0.017046183 NA  0.54406773  0.61092494
 bagsvm                                           1.06680344 0.029867689 NA  1.00984102  1.12697897
 rf                                               1.07520867 0.030087060 NA  1.01782704  1.13582528
 svm                                              0.89311014 0.025332167 NA  0.84481486  0.94416629

cv_scheme = representative, disease = allergy:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.16868377 0.006240063 NA  0.15688632  0.18136836
 randomraw                                        0.05127152 0.002786434 NA  0.04609102  0.05703431
 random                                           0.05181552 0.002804589 NA  0.04660015  0.05761457
 EGAD                                             0.38882040 0.012150663 NA  0.36572019  0.41337970
 association_score.datatypes.affected_pathway     0.02357312 0.001768531 NA  0.02034966  0.02730718
 association_score.datatypes.animal_model         0.14429466 0.005561329 NA  0.13379618  0.15561692
 association_score.datatypes.genetic_association  0.23645647 0.008088294 NA  0.22112344  0.25285273
 association_score.datatypes.literature           0.41937478 0.012957852 NA  0.39473157  0.44555647
 association_score.datatypes.rna_expression       0.08722053 0.003914968 NA  0.07987517  0.09524136
 association_score.datatypes.somatic_mutation     0.02157847 0.001683402 NA  0.01851893  0.02514348
 ppr                                              0.69658554 0.020235643 NA  0.65803237  0.73739749
 raw                                              1.10557908 0.030914320 NA  1.04661854  1.16786112
 gm                                               0.98358821 0.027732620 NA  0.93070787  1.03947308
 mc                                               0.67532441 0.019679256 NA  0.63783456  0.71501778
 z                                                1.03345442 0.029033450 NA  0.97808819  1.09195474
 knn                                              1.00829465 0.028377168 NA  0.95418257  1.06547545
 wsld                                             0.96055909 0.027131742 NA  0.90882703  1.01523584
 COSNet                                           0.59390649 0.017546577 NA  0.56049260  0.62931236
 bagsvm                                           1.09896048 0.030741747 NA  1.04032972  1.16089554
 rf                                               1.10761906 0.030967510 NA  1.04855688  1.17000805
 svm                                              0.92003147 0.026074068 NA  0.87032064  0.97258168

cv_scheme = classic, disease = Alzheimers disease:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               1.25675907 0.037892501 NA  1.18464297  1.33326531
 randomraw                                        0.38199261 0.019077378 NA  0.34637335  0.42127478
 random                                           0.38604559 0.019187257 NA  0.35021289  0.42554457
 EGAD                                             2.89686175 0.065879871 NA  2.77057499  3.02890485
 association_score.datatypes.affected_pathway     0.17562879 0.012627094 NA  0.15254476  0.20220604
 association_score.datatypes.animal_model         1.07505083 0.034436349 NA  1.00963188  1.14470859
 association_score.datatypes.genetic_association  1.76169184 0.046964601 NA  1.67200636  1.85618800
 association_score.datatypes.literature           3.12450368 0.069537651 NA  2.99114216  3.26381119
 association_score.datatypes.rna_expression       0.64982652 0.025627918 NA  0.60148897  0.70204863
 association_score.datatypes.somatic_mutation     0.16076789 0.012059366 NA  0.13878733  0.18622965
 ppr                                              5.18983068 0.101767234 NA  4.99415484  5.39317328
 raw                                              8.23699014 0.147922799 NA  7.95210976  8.53207622
 gm                                               7.32811117 0.134246763 NA  7.06966001  7.59601073
 mc                                               5.03142702 0.099335827 NA  4.84045118  5.22993765
 z                                                7.69963360 0.139843916 NA  7.43036565  7.97865951
 knn                                              7.51218364 0.137021167 NA  7.24837077  7.78559829
 wsld                                             7.15653535 0.131658330 NA  6.90308657  7.41928958
 COSNet                                           4.42483221 0.089976688 NA  4.25194914  4.60474465
 bagsvm                                           8.18767898 0.147182179 NA  7.90422983  8.48129274
 rf                                               8.25218879 0.148151044 NA  7.96686733  8.54772860
 svm                                              6.85458893 0.127097074 NA  6.60995534  7.10827639

cv_scheme = block, disease = Alzheimers disease:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.48730733 0.014917167 NA  0.45893001  0.51743932
 randomraw                                        0.14811733 0.007438611 NA  0.13423248  0.16343841
 random                                           0.14968887 0.007481856 NA  0.13572009  0.16509536
 EGAD                                             1.12325584 0.026226707 NA  1.07301089  1.17585358
 association_score.datatypes.affected_pathway     0.06809992 0.004909378 NA  0.05912659  0.07843510
 association_score.datatypes.animal_model         0.41685010 0.013533487 NA  0.39115127  0.44423737
 association_score.datatypes.genetic_association  0.68309461 0.018565475 NA  0.64765913  0.72046888
 association_score.datatypes.literature           1.21152382 0.027714225 NA  1.15840464  1.26707881
 association_score.datatypes.rna_expression       0.25196972 0.010026182 NA  0.23306551  0.27240727
 association_score.datatypes.somatic_mutation     0.06233762 0.004687621 NA  0.05379503  0.07223677
 ppr                                              2.01235272 0.040870566 NA  1.93382129  2.09407327
 raw                                              3.19388638 0.059793146 NA  3.07881797  3.31325539
 gm                                               2.84146928 0.054180435 NA  2.73723740  2.94967024
 mc                                               1.95093183 0.039875771 NA  1.87432152  2.03067348
 z                                                2.98552681 0.056477076 NA  2.87686071  3.09829750
 knn                                              2.91284324 0.055318752 NA  2.80641355  3.02330914
 wsld                                             2.77494090 0.053118578 NA  2.67275921  2.88102907
 COSNet                                           1.71572517 0.036049394 NA  1.64650473  1.78785570
 bagsvm                                           3.17476602 0.059489099 NA  3.06028462  3.29353003
 rf                                               3.19977965 0.059886849 NA  3.08453032  3.31933511
 svm                                              2.65786141 0.051247805 NA  2.55929182  2.76022735

cv_scheme = representative, disease = Alzheimers disease:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.50199641 0.015355853 NA  0.47278395  0.53301386
 randomraw                                        0.15258209 0.007660804 NA  0.13828231  0.16836060
 random                                           0.15420099 0.007705321 NA  0.13981482  0.17006743
 EGAD                                             1.15711454 0.026984115 NA  1.10541711  1.21122973
 association_score.datatypes.affected_pathway     0.07015268 0.005056713 NA  0.06090997  0.08079792
 association_score.datatypes.animal_model         0.42941537 0.013932586 NA  0.40295815  0.45760970
 association_score.datatypes.genetic_association  0.70368537 0.019107783 NA  0.66721393  0.74215043
 association_score.datatypes.literature           1.24804321 0.028513125 NA  1.19339124  1.30519799
 association_score.datatypes.rna_expression       0.25956493 0.010324042 NA  0.24009879  0.28060930
 association_score.datatypes.somatic_mutation     0.06421669 0.004828350 NA  0.05541756  0.07441293
 ppr                                              2.07301178 0.042034245 NA  1.99224178  2.15705638
 raw                                              3.29016083 0.061477900 NA  3.17184608  3.41288890
 gm                                               2.92712070 0.055710886 NA  2.81994088  3.03837419
 mc                                               2.00973946 0.041011969 NA  1.93094374  2.09175058
 z                                                3.07552060 0.058070686 NA  2.96378442  3.19146929
 knn                                              3.00064610 0.056880511 NA  2.89120793  3.11422674
 wsld                                             2.85858692 0.054619818 NA  2.75351380  2.96766960
 COSNet                                           1.76744288 0.037079762 NA  1.69624177  1.84163272
 bagsvm                                           3.27046412 0.061165499 NA  3.15275254  3.39257059
 rf                                               3.29623174 0.061574178 NA  3.17773110  3.41915137
 svm                                              2.73797827 0.052697563 NA  2.63661680  2.84323645

cv_scheme = classic, disease = arthritis:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.94302345 0.029550514 NA  0.88684823  1.00275696
 randomraw                                        0.28663250 0.014522505 NA  0.25953654  0.31655732
 random                                           0.28967369 0.014608153 NA  0.26241172  0.31976791
 EGAD                                             2.17369314 0.052801027 NA  2.07262989  2.27968431
 association_score.datatypes.affected_pathway     0.13178506 0.009541425 NA  0.11435048  0.15187783
 association_score.datatypes.animal_model         0.80667661 0.026741392 NA  0.75593084  0.86082894
 association_score.datatypes.genetic_association  1.32190549 0.037002763 NA  1.25133497  1.39645592
 association_score.datatypes.literature           2.34450684 0.055884430 NA  2.23749456  2.45663719
 association_score.datatypes.rna_expression       0.48760472 0.019675455 NA  0.45052704  0.52773383
 association_score.datatypes.somatic_mutation     0.12063402 0.009107281 NA  0.10404189  0.13987219
 ppr                                              3.89424842 0.083283324 NA  3.73438985  4.06095009
 raw                                              6.18071916 0.122895642 NA  5.94448128  6.42634530
 gm                                               5.49873149 0.111131623 NA  5.28517510  5.72091699
 mc                                               3.77538844 0.081205822 NA  3.61953620  3.93795147
 z                                                5.77750757 0.115944181 NA  5.55467226  6.00928230
 knn                                              5.63685237 0.113516734 NA  5.41869731  5.86379028
 wsld                                             5.36998763 0.108907105 NA  5.16072031  5.58774074
 COSNet                                           3.32022313 0.073222084 NA  3.17976785  3.46688253
 bagsvm                                           6.14371797 0.122258147 NA  5.90870918  6.38807383
 rf                                               6.19212363 0.123092114 NA  5.95550696  6.43814126
 svm                                              5.14341870 0.104988929 NA  4.94170608  5.35336491

cv_scheme = block, disease = arthritis:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.36565659 0.011620278 NA  0.34357606  0.38915617
 randomraw                                        0.11114152 0.005661693 NA  0.10058079  0.12281111
 random                                           0.11232074 0.005695372 NA  0.10169478  0.12405700
 EGAD                                             0.84284779 0.020953325 NA  0.80276448  0.88493251
 association_score.datatypes.affected_pathway     0.05109955 0.003709540 NA  0.04432254  0.05891278
 association_score.datatypes.animal_model         0.31278821 0.010500117 NA  0.29287078  0.33406018
 association_score.datatypes.genetic_association  0.51256780 0.014601701 NA  0.48473329  0.54200065
 association_score.datatypes.literature           0.90908067 0.022196251 NA  0.86660134  0.95364226
 association_score.datatypes.rna_expression       0.18906834 0.007694409 NA  0.17457335  0.20476687
 association_score.datatypes.somatic_mutation     0.04677574 0.003539998 NA  0.04032753  0.05425501
 ppr                                              1.50999173 0.033266086 NA  1.44617901  1.57662020
 raw                                              2.39656894 0.049309952 NA  2.30184598  2.49518983
