cv_scheme = classic, disease = allergy:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.10256927 0.0014737017 NA 0.09971668 0.10549391
 randomraw                                       0.05627781 0.0009620899 NA 0.05442159 0.05819345
 random                                          0.04325827 0.0008026933 NA 0.04171206 0.04485913
 EGAD                                            0.07737433 0.0012045354 NA 0.07504624 0.07976842
 association_score.datatypes.affected_pathway    0.04365582 0.0008076963 NA 0.04209987 0.04526655
 association_score.datatypes.animal_model        0.05941308 0.0009992518 NA 0.05748456 0.06140209
 association_score.datatypes.genetic_association 0.07867114 0.0012188975 NA 0.07631508 0.08109356
 association_score.datatypes.literature          0.26305995 0.0027732548 NA 0.25766069 0.26853142
 association_score.datatypes.rna_expression      0.06244738 0.0010348158 NA 0.06044965 0.06450658
 association_score.datatypes.somatic_mutation    0.04326892 0.0008028275 NA 0.04172245 0.04487004
 ppr                                             0.11872457 0.0016360632 NA 0.11555523 0.12196885
 raw                                             0.10230193 0.0014709501 NA 0.09945470 0.10522115
 gm                                              0.06491475 0.0010634563 NA 0.06286129 0.06703048
 mc                                              0.08164145 0.0012515762 NA 0.07922174 0.08412831
 z                                               0.08227292 0.0012584850 NA 0.07983975 0.08477340
 knn                                             0.08273140 0.0012634927 NA 0.08028848 0.08524176
 wsld                                            0.07998540 0.0012333938 NA 0.07760111 0.08243641
 COSNet                                          0.08594184 0.0012983634 NA 0.08343100 0.08852096
 bagsvm                                          0.08828701 0.0013236222 NA 0.08572695 0.09091592
 rf                                              0.06641019 0.0010806971 NA 0.06432318 0.06855995
 svm                                             0.06092004 0.0010169626 NA 0.05895706 0.06294401

cv_scheme = block, disease = allergy:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.10246636 0.0014724381 NA 0.09961622 0.10538850
 randomraw                                       0.05621844 0.0009611611 NA 0.05436401 0.05813223
 random                                          0.04321201 0.0008018928 NA 0.04166733 0.04481126
 EGAD                                            0.07729452 0.0012034327 NA 0.07496856 0.07968642
 association_score.datatypes.affected_pathway    0.04360915 0.0008068915 NA 0.04205475 0.04521828
 association_score.datatypes.animal_model        0.05935061 0.0009982947 NA 0.05742394 0.06133771
 association_score.datatypes.genetic_association 0.07859011 0.0012177854 NA 0.07623620 0.08101032
 association_score.datatypes.literature          0.26284317 0.0027718615 NA 0.25744666 0.26831193
