cv_scheme = classic, disease = allergy:
 method                                                  rate          SE df    asymp.LCL   asymp.UCL
 pr                                               0.140490212 0.021188042 NA  0.104537483  0.18880787
 randomraw                                        0.050393228 0.012578989 NA  0.030895704  0.08219516
 random                                           0.085515781 0.016442678 NA  0.058665150  0.12465576
 EGAD                                             1.774452463 0.086355506 NA  1.613020154  1.95204104
 association_score.datatypes.affected_pathway     0.174085698 0.023662028 NA  0.133372506  0.22722697
 association_score.datatypes.animal_model         0.717721736 0.050485743 NA  0.625289541  0.82381754
 association_score.datatypes.genetic_association  0.519202958 0.042193532 NA  0.442754964  0.60885080
 association_score.datatypes.literature           0.989539756 0.060662123 NA  0.877509291  1.11587300
 association_score.datatypes.rna_expression       0.094678189 0.017314842 NA  0.066157845  0.13549352
 association_score.datatypes.somatic_mutation     0.174085698 0.023662028 NA  0.133372506  0.22722697
 ppr                                              1.965335903 0.092145001 NA  1.792784568  2.15449490
 raw                                              2.531877955 0.108730866 NA  2.327491641  2.75421225
 gm                                               1.779033666 0.086495951 NA  1.617331577  1.95690286
 mc                                               0.699396926 0.049757797 NA  0.608367430  0.80404709
 z                                                2.041689280 0.094428008 NA  1.864754344  2.23541247
 knn                                              1.907307338 0.090397940 NA  1.738110919  2.09297418
 wsld                                             1.982133646 0.092648762 NA  1.808614992  2.17229969
 COSNet                                           1.821791556 0.087803048 NA  1.657578801  2.00227252
 bagsvm                                           2.563946373 0.109648620 NA  2.357799227  2.78811738
 rf                                               3.156448572 0.126308671 NA  2.918347313  3.41397597
 svm                                              1.934794553 0.091226830 NA  1.764006358  2.12211818

cv_scheme = blocked_cv, disease = allergy:
 method                                                  rate          SE df    asymp.LCL   asymp.UCL
 pr                                               0.032052942 0.004963275 NA  0.023662608  0.04341834
 randomraw                                        0.011497251 0.002898142 NA  0.007015028  0.01884337
 random                                           0.019510486 0.003813410 NA  0.013301390  0.02861799
 EGAD                                             0.404842590 0.024292320 NA  0.359923655  0.45536747
 association_score.datatypes.affected_pathway     0.039717776 0.005575626 NA  0.030164233  0.05229709
 association_score.datatypes.animal_model         0.163748724 0.012872872 NA  0.140366002  0.19102663
 association_score.datatypes.genetic_association  0.118456524 0.010486113 NA  0.099588265  0.14089961
 association_score.datatypes.literature           0.225764198 0.015948362 NA  0.196573408  0.25928977
 association_score.datatypes.rna_expression       0.021600896 0.004022502 NA  0.014995525  0.03111586
 association_score.datatypes.somatic_mutation     0.039717776 0.005575626 NA  0.030164233  0.05229709
 ppr                                              0.448392782 0.026262031 NA  0.399764636  0.50293615
 raw                                              0.577649754 0.032039494 NA  0.518146391  0.64398642
 gm                                               0.405887794 0.024339773 NA  0.360879488  0.45650946
 mc                                               0.159567905 0.012658867 NA  0.136589679  0.18641172
 z                                                0.465812859 0.027046045 NA  0.415708567  0.52195609
 knn                                              0.435153524 0.025664780 NA  0.387649976  0.48847827
 wsld                                             0.452225199 0.026434689 NA  0.403271961  0.50712088
 COSNet                                           0.415643038 0.024782215 NA  0.369801479  0.46716724
 bagsvm                                           0.584966186 0.032364214 NA  0.524851739  0.65196591
 rf                                               0.720145984 0.038333348 NA  0.648800405  0.79933711
 svm                                              0.441424752 0.025947846 NA  0.393388193  0.49532704

cv_scheme = pick_one_reduced, disease = allergy:
 method                                                  rate          SE df    asymp.LCL   asymp.UCL
 pr                                               0.022172711 0.003406631 NA  0.016407393  0.02996388
 randomraw                                        0.007953255 0.001998923 NA  0.004859695  0.01301610
 random                                           0.013496433 0.002625067 NA  0.009218487  0.01975961
