"label","coef","lower","upper"
"(Intercept)",1.26957766747921,1.24695790996259,1.29219742499582
"methodrandomraw",-0.357564585050928,-0.379926772348829,-0.335202397753027
"methodrandom",-0.97393303489827,-0.995846446074533,-0.952019623722008
"methodEGAD",0.393213853968531,0.368890073466247,0.417537634470815
"methodppr",1.07546635882748,1.04749965824981,1.10343305940514
"methodraw",1.10652808730284,1.07834121295234,1.13471496165335
"methodgm",-0.851417003514251,-0.873346517683247,-0.829487489345254
"methodmc",0.998694388197882,0.97124934253934,1.02613943385642
"methodz",1.03262053205092,1.00494886689119,1.06029219721065
"methodknn",1.09898759228547,1.07085465807428,1.12712052649666
"methodwsld",1.10700350293607,1.07881321716122,1.13519378871093
"methodCOSNet",-0.702195737272751,-0.724192929954213,-0.680198544591288
"methodbagsvm",1.05289150870865,1.02508149880622,1.08070151861108
"methodrf",0.897183569879661,0.870380812247745,0.923986327511576
"methodsvm",0.557668704697033,0.532655789105914,0.582681620288152
"cv_schemeblock",-0.442292711498617,-0.450164605372184,-0.43442081762505
"cv_schemerepresentative",-0.218569558645744,-0.226584057390981,-0.210555059900508
"diseaseAlzheimers disease",-0.00126785708803337,-0.0227913651282427,0.0202556509521759
"diseasearthritis",-0.192054051638385,-0.213189845435437,-0.170918257841333
"diseaseasthma",0.0120878910238878,-0.00946586150528248,0.0336416435530581
"diseasebipolar disorder",-0.211615136689433,-0.232715662579624,-0.190514610799241
"diseasecardiac arrhythmia",0.00719085419537109,-0.0143517598266972,0.0287334682174394
"diseaseCOPD",-0.188170566866098,-0.209313458160302,-0.167027675571893
"diseasecoronary heart disease",-0.299496764394938,-0.320448569716878,-0.278544959072998
"diseasedrug dependence",-0.0177885841483954,-0.0392752617214417,0.00369809342465103
"diseasehypertension",-0.207897740514817,-0.229004907038621,-0.186790573991013
"diseasemultiple sclerosis",-0.0712066054128776,-0.0925785224890823,-0.0498346883366728
"diseaseobesity",-0.163920388524225,-0.185108323371938,-0.142732453676512
"diseaseParkinson's disease",0.20764115339654,0.185594183610969,0.22968812318211
"diseasepsoriasis",0.0827200750386843,0.0609992449508274,0.104440905126541
"diseaserheumatoid arthritis",-0.163085891007023,-0.184275398219525,-0.141896383794522
"diseaseschizophrenia",-0.0832314732593704,-0.104578453472864,-0.0618844930458766
"diseasestroke",0.0854334504571199,0.0637059585878876,0.107160942326352
"diseaselupus",-0.248305608867556,-0.269342129063924,-0.227269088671187
"diseasetype I diabetes",-0.173912197571865,-0.195081421475905,-0.152742973667825
"diseasetype II diabetes",-0.252328743180069,-0.27335841353907,-0.231299072821068
"diseaseulcerative colitis",0.131833783259746,0.109989514800881,0.153678051718611
"diseaseunipolar depression",0.0215779488540595,2.44848095471914e-06,0.0431534492271643
"methodpr:networkomnipath",-0.401285536445018,-0.423584674769327,-0.378986398120708
"methodrandomraw:networkomnipath",-0.34522049619679,-0.366465660640552,-0.323975331753028
"methodrandom:networkomnipath",-0.000756567619210078,-0.0214366666764714,0.0199235314380512
"methodEGAD:networkomnipath",-0.881185764139484,-0.904669813845853,-0.857701714433116
"methodppr:networkomnipath",-0.760836118437149,-0.789595121283267,-0.732077115591031
"methodraw:networkomnipath",-0.600324330480528,-0.629925800484492,-0.570722860476564
"methodgm:networkomnipath",-0.0056204552997463,-0.0263342953512698,0.0150933847517773
"methodmc:networkomnipath",-0.320222030390676,-0.349810734412681,-0.290633326368671
"methodz:networkomnipath",-0.448088647468003,-0.477498641880345,-0.418678653055661
"methodknn:networkomnipath",-0.601895335239761,-0.631412668898664,-0.572378001580857
"methodwsld:networkomnipath",-0.623895525718905,-0.653417870881636,-0.594373180556174
"methodCOSNet:networkomnipath",-0.0236291184049009,-0.0444737460753504,-0.00278449073445135
"methodbagsvm:networkomnipath",-0.443852877589244,-0.47349079738925,-0.414214957789238
"methodrf:networkomnipath",-0.599299027883621,-0.626875961034196,-0.571722094733045
"methodsvm:networkomnipath",-0.569770070710955,-0.594755065544153,-0.544785075877757
