disease	input_type	split_cv	method	auroc	partial_auroc_0.90	partial_auroc_0.95	auprc	top_20_hits	top_100_hits
"allergy"	"genetic"	"Rep01.Fold1"	"raw"	0.631637191311694	0.225942036068619	0.17796923764374	0.0377000013215246	1	7
"allergy"	"genetic"	"Rep01.Fold1"	"gm"	0.524586844659182	0.0602819300830152	0.0512612845343407	0.0139271723246766	2	2
"allergy"	"genetic"	"Rep01.Fold1"	"mc"	0.623988493789567	0.205478017412919	0.15652774965614	0.0259288245503344	2	7
"allergy"	"genetic"	"Rep01.Fold1"	"z"	0.615400727516464	0.225174024450698	0.191297730176573	0.0339209826597801	2	8
"allergy"	"genetic"	"Rep01.Fold1"	"ppr"	0.616046555467899	0.192289163356072	0.150446494026965	0.0534289796630015	2	6
"allergy"	"genetic"	"Rep01.Fold1"	"EGAD"	0.542872503089531	0.159529976889832	0.100784070042659	0.0182978693807336	1	4
"allergy"	"genetic"	"Rep01.Fold1"	"wsld"	0.576019186326591	0.18459508332926	0.132991684528755	0.0284263173728426	1	5
"allergy"	"genetic"	"Rep01.Fold1"	"knn"	0.57623562596437	0.198705551327613	0.140888240345745	0.0294553658379767	1	5
"allergy"	"genetic"	"Rep01.Fold1"	"random"	0.526150795590211	0.0407883988354153	0.0275227436167762	0.0108151193466847	1	1
"allergy"	"genetic"	"Rep01.Fold1"	"randomraw"	0.512364987048531	0.0107661264984954	0	0.00925582139744937	0	0
"allergy"	"genetic"	"Rep01.Fold1"	"pr"	0.552029296152265	0.0852213618940563	0.0518966396000754	0.0126860098554811	1	2
"allergy"	"genetic"	"Rep01.Fold1"	"bagsvm"	0.620912956355981	0.234048049599587	0.174338637268112	0.0363648812800488	1	6
"allergy"	"genetic"	"Rep01.Fold1"	"svm"	0.474097062704622	0.0219200043878839	0.00248937083579967	0.0084973732263774	0	0
"allergy"	"genetic"	"Rep01.Fold1"	"rf"	0.60417728500912	0.146790768699836	0.104429717359193	0.0359503961838575	2	4
"allergy"	"genetic"	"Rep01.Fold1"	"COSNet"	0.594098878004836	0.0523365007994302	0.0153741962060226	0.012302027749416	0	0
"allergy"	"genetic"	"Rep01.Fold2"	"raw"	0.604257805070239	0.178789772572888	0.105059370160041	0.0226561459222509	1	3
"allergy"	"genetic"	"Rep01.Fold2"	"gm"	0.520511235497106	0.103164144227373	0.0693285873434231	0.0132290691760671	1	3
"allergy"	"genetic"	"Rep01.Fold2"	"mc"	0.608459228867207	0.193625519658723	0.131429503029644	0.0248836217547366	1	6
"allergy"	"genetic"	"Rep01.Fold2"	"z"	0.624296932315298	0.217264896883406	0.153153275548189	0.0377363957843562	3	6
"allergy"	"genetic"	"Rep01.Fold2"	"ppr"	0.593450262206884	0.140382577507268	0.103592098470233	0.0214258678287995	2	5
"allergy"	"genetic"	"Rep01.Fold2"	"EGAD"	0.59218677825179	0.201029807352661	0.142909545417493	0.0290662699992154	2	6
"allergy"	"genetic"	"Rep01.Fold2"	"wsld"	0.571658560443442	0.127720566258185	0.0746134825965275	0.0182267768570144	1	2
"allergy"	"genetic"	"Rep01.Fold2"	"knn"	0.578424313235336	0.133956470939869	0.0778740863516562	0.0185361942857253	1	2
"allergy"	"genetic"	"Rep01.Fold2"	"random"	0.49635219954895	0.0620873298372415	0.0377822460125534	0.0134254888001838	1	1
"allergy"	"genetic"	"Rep01.Fold2"	"randomraw"	0.524767002689999	0.0213841262940521	0.00172540282042222	0.00997709482872382	0	0
"allergy"	"genetic"	"Rep01.Fold2"	"pr"	0.533237779528841	0.0891503410048094	0.0352009347064098	0.0122130448749281	1	1
"allergy"	"genetic"	"Rep01.Fold2"	"bagsvm"	0.647562698693033	0.175352552781023	0.092601146645654	0.0228721651442368	1	3
"allergy"	"genetic"	"Rep01.Fold2"	"svm"	0.570143738282205	0.141557753444013	0.069654647718936	0.0166358414893584	0	2
"allergy"	"genetic"	"Rep01.Fold2"	"rf"	0.614032823411137	0.11291199087031	0.0543841534657501	0.0154813483080441	0	2
"allergy"	"genetic"	"Rep01.Fold2"	"COSNet"	0.531597288264541	0.163308697660517	0.13299187566231	0.0207887141646708	1	6
"allergy"	"genetic"	"Rep01.Fold3"	"raw"	0.645029704627226	0.194195743731348	0.136278693554236	0.0245614739258249	0	6
"allergy"	"genetic"	"Rep01.Fold3"	"gm"	0.477951635846373	0.0423813906786044	0.0282542604524029	0.0090011562450815	0	1
"allergy"	"genetic"	"Rep01.Fold3"	"mc"	0.674626251638632	0.197717066912114	0.14899729450813	0.0295978493069331	2	6
"allergy"	"genetic"	"Rep01.Fold3"	"z"	0.641382868937049	0.192299110255766	0.168382004295317	0.0562325189868238	2	7
"allergy"	"genetic"	"Rep01.Fold3"	"ppr"	0.632436616182752	0.166304074972806	0.0848743480322428	0.0180998465062867	0	3
"allergy"	"genetic"	"Rep01.Fold3"	"EGAD"	0.573773463866352	0.173695367193819	0.0989317490865479	0.0173142036684438	0	3
"allergy"	"genetic"	"Rep01.Fold3"	"wsld"	0.655098597049061	0.177181825788637	0.0840933813070036	0.0192738500221127	1	2
"allergy"	"genetic"	"Rep01.Fold3"	"knn"	0.659386941120687	0.174671575600368	0.0911220818341561	0.0192562129690404	1	2
"allergy"	"genetic"	"Rep01.Fold3"	"random"	0.499686218726471	0.0774970016456085	0.0534683290101246	0.0113446551233889	0	2
"allergy"	"genetic"	"Rep01.Fold3"	"randomraw"	0.595905503026243	0.0968538197640366	0.0781245641926756	0.0176927087159177	1	3
"allergy"	"genetic"	"Rep01.Fold3"	"pr"	0.566312442473429	0.0741500013945834	0.0596044961370037	0.0121029009826149	0	3
"allergy"	"genetic"	"Rep01.Fold3"	"bagsvm"	0.622214319582736	0.178674030067219	0.120715142386969	0.0218355425403282	1	6
"allergy"	"genetic"	"Rep01.Fold3"	"svm"	0.454696957018944	0.0183052050948273	0.00931581736535298	0.00804198874773225	0	0
"allergy"	"genetic"	"Rep01.Fold3"	"rf"	0.617392547346101	0.141110925166652	0.0930326611441162	0.0180195569139682	0	3
"allergy"	"genetic"	"Rep01.Fold3"	"COSNet"	0.462356706551751	0.0367960840097064	0.0195381139653585	0.00821276203943971	0	0
"allergy"	"genetic"	"Rep02.Fold1"	"raw"	0.592011949966503	0.207812150993969	0.126256421710967	0.029824939104081	1	4
"allergy"	"genetic"	"Rep02.Fold1"	"gm"	0.543856097833369	0.0933242126423943	0.0723698905517088	0.0132917237611496	1	3
"allergy"	"genetic"	"Rep02.Fold1"	"mc"	0.651524458342641	0.203100569577842	0.128888126615399	0.0266204307588904	1	5
"allergy"	"genetic"	"Rep02.Fold1"	"z"	0.650658923386188	0.199422046012955	0.154037301764574	0.037151470765273	2	6
"allergy"	"genetic"	"Rep02.Fold1"	"ppr"	0.596514127764132	0.184428746928747	0.110369667187849	0.0219807102985535	1	5
"allergy"	"genetic"	"Rep02.Fold1"	"EGAD"	0.590085436676366	0.207337502792048	0.122542997542997	0.0233673289145252	1	5
"allergy"	"genetic"	"Rep02.Fold1"	"wsld"	0.594622515077053	0.146345208845208	0.0879774402501674	0.0235565205085286	1	2
"allergy"	"genetic"	"Rep02.Fold1"	"knn"	0.605644125530485	0.154107102970739	0.0904902836721019	0.0242522507909962	1	2
"allergy"	"genetic"	"Rep02.Fold1"	"random"	0.538467444717446	0.0823654232745142	0.0475206611570248	0.0117559280499052	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"randomraw"	0.475199631449634	0.0176038641947733	0.00818070136251954	0.00838034123831395	0	0
"allergy"	"genetic"	"Rep02.Fold1"	"pr"	0.546515523788249	0.108638597274961	0.0465992852356489	0.0127994766656857	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"bagsvm"	0.655056399374572	0.188896024123297	0.115060308242126	0.0299106991742569	1	3
"allergy"	"genetic"	"Rep02.Fold1"	"svm"	0.527288781550133	0.0642481553040762	0.0278786017422381	0.0103171528731387	0	1
"allergy"	"genetic"	"Rep02.Fold1"	"rf"	0.628835576278753	0.13836624721365	0.0889406968952424	0.0190736366652616	1	3
"allergy"	"genetic"	"Rep02.Fold1"	"COSNet"	0.592088731293282	0.0837893678802769	0.0408197453651999	0.0127991194425609	0	1
"allergy"	"genetic"	"Rep02.Fold2"	"raw"	0.636680034873588	0.149293809938971	0.0837314734088928	0.0177489579796272	0	4
"allergy"	"genetic"	"Rep02.Fold2"	"gm"	0.452770706190056	0.031072362685266	0.00498692240627726	0.00806888746165516	0	0
"allergy"	"genetic"	"Rep02.Fold2"	"mc"	0.620582388840451	0.183993025283348	0.136634699215345	0.0278564513235101	3	6
"allergy"	"genetic"	"Rep02.Fold2"	"z"	0.647497820401048	0.185492589363557	0.136041848299913	0.027932568470017	2	5
"allergy"	"genetic"	"Rep02.Fold2"	"ppr"	0.63681952920663	0.143714036617262	0.0901830863121187	0.0179421400915305	1	3
"allergy"	"genetic"	"Rep02.Fold2"	"EGAD"	0.583309503051434	0.152571926765475	0.0565998256320837	0.0158072276990791	0	2
"allergy"	"genetic"	"Rep02.Fold2"	"wsld"	0.635089799476901	0.0974716652136011	0.0348735832606801	0.0144049650238732	0	1
"allergy"	"genetic"	"Rep02.Fold2"	"knn"	0.634720139494342	0.106050566695729	0.0437663469921535	0.014665778647437	0	1
"allergy"	"genetic"	"Rep02.Fold2"	"random"	0.573510026155188	0.0471490845684394	0.028666085440279	0.0118056204734267	0	1
"allergy"	"genetic"	"Rep02.Fold2"	"randomraw"	0.589823888404534	0.0375588491717525	0.00289450741063644	0.0111350006181638	0	0
"allergy"	"genetic"	"Rep02.Fold2"	"pr"	0.598109851787279	0.0603312990409764	0.0417785527462947	0.0138192899718192	1	2
"allergy"	"genetic"	"Rep02.Fold2"	"bagsvm"	0.650531822144738	0.140749782040104	0.0707585004359198	0.0174155947137903	0	2
"allergy"	"genetic"	"Rep02.Fold2"	"svm"	0.545199651264171	0.0468700959023539	0.0115431560592851	0.0105921993614446	0	0
"allergy"	"genetic"	"Rep02.Fold2"	"rf"	0.609572798605058	0.0898788248873141	0.0480692812441539	0.0141423304069838	1	2
"allergy"	"genetic"	"Rep02.Fold2"	"COSNet"	0.432526591107227	0.0555536181342632	0.0327811682650392	0.0349206215499907	1	1
"allergy"	"genetic"	"Rep02.Fold3"	"raw"	0.594020867864031	0.172377251854468	0.114881938972366	0.0224165477814492	1	4
"allergy"	"genetic"	"Rep02.Fold3"	"gm"	0.527246420128794	0.0494932478330571	0.0386381544982746	0.0108439361079031	1	2
"allergy"	"genetic"	"Rep02.Fold3"	"mc"	0.660061679754362	0.147121158601201	0.123726326658153	0.0269202047476256	0	5
"allergy"	"genetic"	"Rep02.Fold3"	"z"	0.633270385566394	0.178518055593294	0.129364453984729	0.0571616823327089	3	6
"allergy"	"genetic"	"Rep02.Fold3"	"ppr"	0.574912371274078	0.15994620003804	0.109488356927424	0.019422864353598	0	5
"allergy"	"genetic"	"Rep02.Fold3"	"EGAD"	0.549038121892226	0.15220226611961	0.100834171127354	0.017069799356115	1	4
"allergy"	"genetic"	"Rep02.Fold3"	"wsld"	0.599998641415102	0.112450072005	0.0670054071678939	0.0170511391538753	1	2
"allergy"	"genetic"	"Rep02.Fold3"	"knn"	0.608910958345787	0.127177132298997	0.0747493410863245	0.0179199802877213	1	3
"allergy"	"genetic"	"Rep02.Fold3"	"random"	0.471177621389561	0.0163573621715621	0.00607287449392714	0.00851655422626163	0	0
"allergy"	"genetic"	"Rep02.Fold3"	"randomraw"	0.516377740945032	0.0275928592777763	0	0.0100677267372611	0	0
"allergy"	"genetic"	"Rep02.Fold3"	"pr"	0.508701736271499	0.0809444882210689	0.0604706138086569	0.0114416751316106	0	3
"allergy"	"genetic"	"Rep02.Fold3"	"bagsvm"	0.555233269026978	0.158383827405375	0.0983479607640682	0.0197587652649722	1	4
"allergy"	"genetic"	"Rep02.Fold3"	"svm"	0.509893894519477	0.0373329363677652	0.0121185772898948	0.00956760370295443	0	0
"allergy"	"genetic"	"Rep02.Fold3"	"rf"	0.602987528190635	0.07312583213325	0.0190393219755636	0.0126693498650024	0	1
"allergy"	"genetic"	"Rep02.Fold3"	"COSNet"	0.542116131837079	0.0963915985109909	0.0850202429149798	0.0172360669574748	1	4
"allergy"	"genetic"	"Rep03.Fold1"	"raw"	0.617423925473459	0.170934091986724	0.106044124619976	0.0453424455358416	1	4
"allergy"	"genetic"	"Rep03.Fold1"	"gm"	0.51564722617354	0.0809974060748055	0.0629514963880288	0.0391929770720503	2	2
"allergy"	"genetic"	"Rep03.Fold1"	"mc"	0.649237860151171	0.181191253172677	0.140727414721223	0.0297437649165129	1	6
"allergy"	"genetic"	"Rep03.Fold1"	"z"	0.660523526622588	0.182871726215379	0.130198309764873	0.0271636344873286	1	6
"allergy"	"genetic"	"Rep03.Fold1"	"ppr"	0.607431735140716	0.150196636264748	0.0923214235907734	0.0178840284193289	1	4
"allergy"	"genetic"	"Rep03.Fold1"	"EGAD"	0.588775695199823	0.178799542576632	0.0746938889353749	0.0198550324612877	1	2
"allergy"	"genetic"	"Rep03.Fold1"	"wsld"	0.590633977630883	0.0875101107299252	0.0501213287590997	0.0398439466336367	1	2
"allergy"	"genetic"	"Rep03.Fold1"	"knn"	0.595996150949712	0.101302540931024	0.0555602041670153	0.0403814181399444	1	2
"allergy"	"genetic"	"Rep03.Fold1"	"random"	0.495690737176804	0.0289515521713665	0.0150336094608541	0.00879796727218096	0	1
"allergy"	"genetic"	"Rep03.Fold1"	"randomraw"	0.510061919504642	0.0197891389841855	0.00499260870777899	0.00923708881382796	0	0
"allergy"	"genetic"	"Rep03.Fold1"	"pr"	0.553238222742868	0.107578166401696	0.0468858951831088	0.0127765919547572	0	2
"allergy"	"genetic"	"Rep03.Fold1"	"bagsvm"	0.66906535017989	0.161423032940061	0.0889465316709898	0.0460828041238006	1	3
"allergy"	"genetic"	"Rep03.Fold1"	"svm"	0.485140713468889	0.0900691713385209	0.0300811647560874	0.0103878500237854	0	1
"allergy"	"genetic"	"Rep03.Fold1"	"rf"	0.643676958692435	0.13983488132095	0.0709424594873512	0.0178043204636314	1	3
"allergy"	"genetic"	"Rep03.Fold1"	"COSNet"	0.511174099796391	0.0906897609683988	0.0565782500767021	0.01141489169077	0	2
