cv_scheme = classic, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.059182878 0.0013421951 NA 0.056606364 0.061868975
 randomraw                                       0.032550482 0.0008921583 NA 0.030846549 0.034345203
 random                                          0.026731045 0.0007847299 NA 0.025235288 0.028312885
 EGAD                                            0.056685861 0.0013021406 NA 0.054187058 0.059292671
 association_score.datatypes.affected_pathway    0.026963494 0.0007891142 NA 0.025459241 0.028554021
 association_score.datatypes.animal_model        0.045102690 0.0011111386 NA 0.042974309 0.047331269
 association_score.datatypes.genetic_association 0.063398991 0.0014090156 NA 0.060692809 0.066217330
 association_score.datatypes.literature          0.220479836 0.0033696573 NA 0.213946410 0.227155122
 association_score.datatypes.rna_expression      0.044914233 0.0011079530 NA 0.042792029 0.047136502
 association_score.datatypes.somatic_mutation    0.026502796 0.0007804165 NA 0.025015397 0.028076088
 ppr                                             0.108862372 0.0020752791 NA 0.104861105 0.112997046
 raw                                             0.078220491 0.0016365466 NA 0.075072505 0.081488851
 gm                                              0.004367645 0.0002742739 NA 0.003861720 0.004939523
 mc                                              0.106760732 0.0020464396 NA 0.102815616 0.110838524
 z                                               0.099961994 0.0019519213 NA 0.096200844 0.103853296
 knn                                             0.053520003 0.0012508164 NA 0.051120759 0.056025201
 wsld                                            0.051995043 0.0012258690 NA 0.049644186 0.054450844
 COSNet                                          0.081784427 0.0016896744 NA 0.078533215 0.085157797
 bagsvm                                          0.070701624 0.0015224944 NA 0.067775152 0.073744463
 rf                                              0.033765206 0.0009140354 NA 0.032018877 0.035603278
 svm                                             0.042031708 0.0010588783 NA 0.040004642 0.044156762

cv_scheme = block, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.057518885 0.0013079767 NA 0.055008299 0.060136763
 randomraw                                       0.031610130 0.0008678350 NA 0.029952767 0.033356047
 random                                          0.025954301 0.0007630118 NA 0.024500030 0.027492462
 EGAD                                            0.055087964 0.0012687350 NA 0.052653495 0.057628145
 association_score.datatypes.affected_pathway    0.026180177 0.0007672879 NA 0.024717622 0.027726812
 association_score.datatypes.animal_model        0.043816140 0.0010817932 NA 0.041744141 0.045986048
 association_score.datatypes.genetic_association 0.061624222 0.0013734714 NA 0.058986571 0.064371750
 association_score.datatypes.literature          0.215318704 0.0033160906 NA 0.208890475 0.221889267
 association_score.datatypes.rna_expression      0.043632814 0.0010786779 NA 0.041566854 0.045796550
 association_score.datatypes.somatic_mutation    0.025732509 0.0007588049 NA 0.024286389 0.027262332
 ppr                                             0.105958898 0.0020287095 NA 0.102047958 0.110001361
 raw                                             0.076064510 0.0015967782 NA 0.072993369 0.079253820
 gm                                              0.004237901 0.0002662006 NA 0.003746880 0.004792960
 mc                                              0.103906775 0.0020002595 NA 0.100051209 0.107893105
 z                                               0.097269991 0.0019070762 NA 0.093595734 0.101072404
 knn                                             0.052006427 0.0012184721 NA 0.049669436 0.054447075
 wsld                                            0.050522292 0.0011940485 NA 0.048232662 0.052914568
 COSNet                                          0.079538690 0.0016489859 NA 0.076366138 0.082831221
 bagsvm                                          0.068737431 0.0014847866 NA 0.065883743 0.071705234
 rf                                              0.032790952 0.0008891929 NA 0.031092205 0.034579198
 svm                                             0.040829012 0.0010306961 NA 0.038856053 0.042897678

cv_scheme = representative, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.062384887 0.0014076672 NA 0.059682198 0.065201480
 randomraw                                       0.034364212 0.0009389251 NA 0.032570726 0.036252756
 random                                          0.028229975 0.0008265321 NA 0.026654355 0.029895874
 EGAD                                            0.059761354 0.0013660868 NA 0.057139372 0.062495677
 association_score.datatypes.affected_pathway    0.028475077 0.0008311226 NA 0.026890559 0.030150070
 association_score.datatypes.animal_model        0.047581437 0.0011674323 NA 0.045344876 0.049922543
 association_score.datatypes.genetic_association 0.066812908 0.0014769714 NA 0.063975671 0.069766594
 association_score.datatypes.literature          0.230272654 0.0034686470 NA 0.223544660 0.237141295
 association_score.datatypes.rna_expression      0.047383137 0.0011641139 NA 0.045153013 0.049717672
 association_score.datatypes.somatic_mutation    0.027989295 0.0008220153 NA 0.026422430 0.029646247
 ppr                                             0.114425319 0.0021635433 NA 0.110252785 0.118734689
 raw                                             0.082362335 0.0017123679 NA 0.079067796 0.085781361
 gm                                              0.004618509 0.0002898772 NA 0.004083778 0.005222891
 mc                                              0.112229808 0.0021340021 NA 0.108114830 0.116480953
 z                                               0.105123778 0.0020370660 NA 0.101197590 0.109183786
