cv_scheme = classic, disease = allergy:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                               0.9685862 0.025633885 NA  0.9196255  1.0201535
 randomraw                                        0.6811573 0.020126568 NA  0.6428305  0.7217693
 random                                           0.4972089 0.016402907 NA  0.4660772  0.5304202
 EGAD                                             5.4326522 0.103673669 NA  5.2332087  5.6396968
 association_score.datatypes.affected_pathway     0.5199142 0.016875417 NA  0.4878691  0.5540641
 association_score.datatypes.animal_model         0.8171837 0.022767354 NA  0.7737570  0.8630478
 association_score.datatypes.genetic_association  1.1157859 0.028368807 NA  1.0615467  1.1727964
 association_score.datatypes.literature           3.6666661 0.073270450 NA  3.5258346  3.8131229
 association_score.datatypes.rna_expression       0.8166199 0.022756553 NA  0.7732141  0.8624625
 association_score.datatypes.somatic_mutation     0.5122262 0.016715915 NA  0.4804894  0.5460592
 ppr                                              7.1388257 0.132932070 NA  6.8829807  7.4041806
 raw                                              7.5402933 0.139808038 NA  7.2711939  7.8193519
 gm                                               3.4234689 0.069065281 NA  3.2907447  3.5615462
 mc                                               5.1429169 0.098696782 NA  4.9530676  5.3400431
 z                                                7.5223034 0.139499975 NA  7.2537978  7.8007480
 knn                                              7.1600958 0.133296430 NA  6.9035485  7.4261769
 wsld                                             7.2348745 0.134577336 NA  6.9758580  7.5035084
 COSNet                                           4.4904615 0.087475839 NA  4.3222438  4.6652261
 bagsvm                                           7.4473197 0.138215891 NA  7.1812894  7.7232052
 rf                                               9.3504086 0.170785258 NA  9.0215963  9.6912052
 svm                                              8.4182636 0.154837436 NA  8.1201927  8.7272758

cv_scheme = block, disease = allergy:
 method                                                rate          SE df  asymp.LCL  asymp.UCL
 pr                                               0.5247899 0.013961264 NA  0.4981275  0.5528794
 randomraw                                        0.3690580 0.010950510 NA  0.3482075  0.3911569
 random                                           0.2693929 0.008917172 NA  0.2524704  0.2874496
 EGAD                                             2.9434664 0.056734539 NA  2.8343430  3.0567912
 association_score.datatypes.affected_pathway     0.2816948 0.009175060 NA  0.2642740  0.3002640
