cv_scheme = classic:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.07861010 0.0015622605 NA 0.07560216 0.08172714
 randomraw                                       0.04598380 0.0012159536 NA 0.04365850 0.04842668
 random                                          0.03588652 0.0010797126 NA 0.03382936 0.03806385
 EGAD                                            0.35119928 0.0026963599 NA 0.34593293 0.35650211
 association_score.datatypes.affected_pathway    0.03617996 0.0010839591 NA 0.03411445 0.03836557
 association_score.datatypes.animal_model        0.06017359 0.0013806484 NA 0.05752384 0.06293725
 association_score.datatypes.genetic_association 0.08409903 0.0016109217 NA 0.08099503 0.08731068
 association_score.datatypes.literature          0.27867563 0.0025627747 NA 0.27368057 0.28372625
 association_score.datatypes.rna_expression      0.05992572 0.0013779841 NA 0.05728122 0.06268419
 association_score.datatypes.somatic_mutation    0.03556698 0.0010750662 NA 0.03351896 0.03773525
 ppr                                             0.47905176 0.0027378252 NA 0.47368834 0.48442001
 raw                                             0.49412482 0.0027278489 NA 0.48877921 0.49947177
 gm                                              0.19943968 0.0023048530 NA 0.19496064 0.20399555
 mc                                              0.36725584 0.0027145164 NA 0.36195184 0.37259218
 z                                               0.48980667 0.0027310158 NA 0.48445535 0.49516033
 knn                                             0.44520889 0.0027491173 NA 0.43982737 0.45060330
 wsld                                            0.44637612 0.0027489865 NA 0.44099471 0.45177013
 COSNet                                          0.28424980 0.0025762269 NA 0.27922764 0.28932603
 bagsvm                                          0.48844409 0.0027319637 NA 0.48309107 0.49379976
 rf                                              0.57451073 0.0026241438 NA 0.56935962 0.57964572
 svm                                             0.51611582 0.0027078961 NA 0.51080682 0.52142118

cv_scheme = block:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.03526396 0.0007457088 NA 0.03383123 0.03675507
 randomraw                                       0.02023297 0.0005551536 NA 0.01917307 0.02135019
 random                                          0.01569711 0.0004861677 NA 0.01477216 0.01667900
 EGAD                                            0.18825611 0.0018651620 NA 0.18462769 0.19193905
 association_score.datatypes.affected_pathway    0.01582817 0.0004882767 NA 0.01489910 0.01681420
 association_score.datatypes.animal_model        0.02669889 0.0006426924 NA 0.02546773 0.02798787
 association_score.datatypes.genetic_association 0.03785060 0.0007746848 NA 0.03636116 0.03939855
 association_score.datatypes.literature          0.14201545 0.0016034641 NA 0.13890164 0.14518729
 association_score.datatypes.rna_expression      0.02658501 0.0006412353 NA 0.02535670 0.02787113
 association_score.datatypes.somatic_mutation    0.01555444 0.0004838629 NA 0.01463400 0.01653181
 ppr                                             0.28263026 0.0022775147 NA 0.27818785 0.28711539
 raw                                             0.29502305 0.0023210639 NA 0.29049434 0.29959256
 gm                                              0.09644101 0.0012949939 NA 0.09393254 0.09900916
 mc                                              0.19914970 0.0019205842 NA 0.19541214 0.20294072
 z                                               0.29144244 0.0023087186 NA 0.28693820 0.29598804
 knn                                             0.25584875 0.0021753699 NA 0.25160847 0.26013566
 wsld                                            0.25674927 0.0021789868 NA 0.25250184 0.26104321
 COSNet                                          0.14540713 0.0016242365 NA 0.14225251 0.14861958
 bagsvm                                          0.29031768 0.0023048009 NA 0.28582121 0.29485569
 rf                                              0.36648392 0.0025284809 NA 0.36154246 0.37145363
 svm                                             0.31364694 0.0023822107 NA 0.30899687 0.31833475

cv_scheme = representative:
 method                                                prob           SE df  asymp.LCL  asymp.UCL
 pr                                              0.04539101 0.0009446963 NA 0.04357499 0.04727897
 randomraw                                       0.02616049 0.0007110550 NA 0.02480239 0.02759085
 random                                          0.02032335 0.0006248149 NA 0.01913420 0.02158479
 EGAD                                            0.23176416 0.0021453742 NA 0.22758597 0.23599562
 association_score.datatypes.affected_pathway    0.02049224 0.0006274634 NA 0.01929790 0.02175886
 association_score.datatypes.animal_model        0.03445408 0.0008192579 NA 0.03288395 0.03609638
 association_score.datatypes.genetic_association 0.04868298 0.0009795914 NA 0.04679854 0.05063926
 association_score.datatypes.literature          0.17716924 0.0018949843 NA 0.17348563 0.18091394
 association_score.datatypes.rna_expression      0.03430828 0.0008174686 NA 0.03274166 0.03594708
 association_score.datatypes.somatic_mutation    0.02013950 0.0006219196 NA 0.01895601 0.02139526
 ppr                                             0.33884473 0.0024874963 NA 0.33398656 0.34373710
 raw                                             0.35249125 0.0025185730 NA 0.34757083 0.35744317
 gm                                              0.12191656 0.0015742271 NA 0.11886460 0.12503577
 mc                                              0.24441732 0.0021954837 NA 0.24013992 0.24874597
 z                                               0.34855802 0.0025098905 NA 0.34365500 0.35349331
 knn                                             0.30903113 0.0024101461 NA 0.30432740 0.31377478
 wsld                                            0.31004086 0.0024129820 NA 0.30533147 0.31478996
 COSNet                                          0.18122314 0.0019156330 NA 0.17749881 0.18500804
 bagsvm                                          0.34732088 0.0025071137 NA 0.34242342 0.35225085
 rf                                              0.42939361 0.0026448662 NA 0.42421770 0.43458502
 svm                                             0.37282439 0.0025599538 NA 0.36782082 0.37785534

Results are averaged over the levels of: disease 
Confidence level used: 0.95 
Intervals are back-transformed from the logit scale 
