cv_scheme = classic, disease = allergy:
 method                                                 prob           SE df   asymp.LCL  asymp.UCL
 pr                                              0.053121513 0.0013055351 NA 0.050620116 0.05573926
 randomraw                                       0.030721266 0.0009307656 NA 0.028948519 0.03259893
 random                                          0.023891457 0.0008020111 NA 0.022368980 0.02551485
 EGAD                                            0.262507271 0.0035997160 NA 0.255513265 0.26962339
 association_score.datatypes.affected_pathway    0.024089263 0.0008058869 NA 0.022559252 0.02572031
 association_score.datatypes.animal_model        0.040400753 0.0010997140 NA 0.038299584 0.04261209
 association_score.datatypes.genetic_association 0.056940694 0.0013646003 NA 0.054324402 0.05967504
 association_score.datatypes.literature          0.202580089 0.0031031516 NA 0.196566078 0.20873030
 association_score.datatypes.rna_expression      0.040230844 0.0010968543 NA 0.038135235 0.04243653
 association_score.datatypes.somatic_mutation    0.023676099 0.0007977800 NA 0.022161846 0.02529114
 ppr                                             0.376824714 0.0042306665 NA 0.368569523 0.38515202
 raw                                             0.391096023 0.0042807539 NA 0.382738830 0.39951759
 gm                                              0.140758341 0.0024658097 NA 0.135994462 0.14566096
 mc                                              0.276235340 0.0036972281 NA 0.269047984 0.28354022
 z                                               0.386989471 0.0042669898 NA 0.378660370 0.39538520
 knn                                             0.345415257 0.0040981055 NA 0.337427821 0.35349089
 wsld                                            0.346484247 0.0041031226 NA 0.338486719 0.35456945
 COSNet                                          0.207069111 0.0031443974 NA 0.200973938 0.21329979
 bagsvm                                          0.385696686 0.0042625483 NA 0.377376640 0.39408406
 rf                                              0.470303343 0.0044439637 NA 0.461603253 0.47902152
 svm                                             0.412238289 0.0043433328 NA 0.403752550 0.42077651

cv_scheme = block, disease = allergy:
 method                                                 prob           SE df   asymp.LCL  asymp.UCL
 pr                                              0.023471923 0.0006025852 NA 0.022319431 0.02468242
 randomraw                                       0.013397397 0.0004169943 NA 0.012604221 0.01423977
 random                                          0.010377715 0.0003559389 NA 0.009702794 0.01109906
 EGAD                                            0.132321437 0.0021690370 NA 0.128127775 0.13663085
 association_score.datatypes.affected_pathway    0.010464835 0.0003577577 NA 0.009786391 0.01118978
 association_score.datatypes.animal_model        0.017718353 0.0004991582 NA 0.016766087 0.01872367
 association_score.datatypes.genetic_association 0.025216209 0.0006329777 NA 0.024004880 0.02648700
 association_score.datatypes.literature          0.098158445 0.0017299120 NA 0.094819675 0.10160158
 association_score.datatypes.rna_expression      0.017642083 0.0004977475 NA 0.016692548 0.01864461
 association_score.datatypes.somatic_mutation    0.010282887 0.0003539546 NA 0.009611810 0.01100030
 ppr                                             0.205762900 0.0029806303 NA 0.199982387 0.21166629
 raw                                             0.215799116 0.0030780184 NA 0.209827445 0.22189302
 gm                                              0.065582437 0.0012712928 NA 0.063134328 0.06811857
 mc                                              0.140538701 0.0022686670 NA 0.136150755 0.14504432
 z                                               0.212889664 0.0030501151 NA 0.206972781 0.21892900
 knn                                             0.184392965 0.0027625594 NA 0.179039852 0.18986911
 wsld                                            0.185104542 0.0027700566 NA 0.179736749 0.19059539
 COSNet                                          0.100625551 0.0017630051 NA 0.097222431 0.10413405
 bagsvm                                          0.211977364 0.0030413103 NA 0.206077767 0.21799948
 rf                                              0.275571411 0.0035923960 NA 0.268586458 0.28266781
 svm                                             0.231061008 0.0032200049 NA 0.224810285 0.23743230

cv_scheme = representative, disease = allergy:
 method                                                 prob           SE df   asymp.LCL  asymp.UCL
 pr                                              0.030318974 0.0007696746 NA 0.028846255 0.03186441
 randomraw                                       0.017357822 0.0005364975 NA 0.016337003 0.01844123
