cv_scheme = classic:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.051032176 0.0008692974 NA 0.049355048 0.052763130
 randomraw                                       0.027958612 0.0006337796 NA 0.026742869 0.029227963
 random                                          0.022940651 0.0005719085 NA 0.021846073 0.024088722
 EGAD                                            0.048861189 0.0008495315 NA 0.047222795 0.050553412
 association_score.datatypes.affected_pathway    0.023140923 0.0005744892 NA 0.022041291 0.024294052
 association_score.datatypes.animal_model        0.038811125 0.0007524080 NA 0.037363022 0.040313003
 association_score.datatypes.genetic_association 0.054701403 0.0009018673 NA 0.052960446 0.056496176
 association_score.datatypes.literature          0.194712635 0.0017500524 NA 0.191305485 0.198165597
 association_score.datatypes.rna_expression      0.038647893 0.0007507432 NA 0.037203051 0.040146509
 association_score.datatypes.somatic_mutation    0.022744011 0.0005693647 NA 0.021654414 0.023887095
 ppr                                             0.094557428 0.0012064160 NA 0.092219226 0.096948582
 raw                                             0.067636406 0.0010094926 NA 0.065684476 0.069642018
 gm                                              0.003736151 0.0002270043 NA 0.003316617 0.004208530
 mc                                              0.092703222 0.0011937983 NA 0.090389782 0.095069685
 z                                               0.086712791 0.0011521642 NA 0.084481043 0.088997765
 knn                                             0.046110971 0.0008239194 NA 0.044522763 0.047753002
 wsld                                            0.044787129 0.0008113479 NA 0.043223553 0.046404523
 COSNet                                          0.070755119 0.0010339945 NA 0.068755146 0.072808719
 bagsvm                                          0.061067523 0.0009561291 NA 0.059220209 0.062968604
 rf                                              0.029007113 0.0006460527 NA 0.027767334 0.030300523
 svm                                             0.036152309 0.0007248886 NA 0.034758114 0.037600248

cv_scheme = block:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.049585271 0.0008473686 NA 0.047950576 0.051272693
 randomraw                                       0.027147192 0.0006165440 NA 0.025964580 0.028382098
 random                                          0.022271527 0.0005560978 NA 0.021207266 0.023387921
 EGAD                                            0.047472759 0.0008279496 NA 0.045876108 0.049122118
 association_score.datatypes.affected_pathway    0.022466092 0.0005586175 NA 0.021396897 0.023587425
 association_score.datatypes.animal_model        0.037696957 0.0007326580 NA 0.036286961 0.039159514
 association_score.datatypes.genetic_association 0.053156292 0.0008793869 NA 0.051458866 0.054906470
 association_score.datatypes.literature          0.190007655 0.0017234614 NA 0.186652694 0.193408580
 association_score.datatypes.rna_expression      0.037538228 0.0007310265 NA 0.036131427 0.038997587
 association_score.datatypes.somatic_mutation    0.022080493 0.0005536141 NA 0.021021094 0.023192017
 ppr                                             0.091996094 0.0011800360 NA 0.089709246 0.094335197
 raw                                             0.065751344 0.0009853687 NA 0.063846224 0.067709200
 gm                                              0.003625098 0.0002203167 NA 0.003217932 0.004083572
 mc                                              0.090187112 0.0011675323 NA 0.087924793 0.092501737
 z                                               0.084344156 0.0011263048 NA 0.082162705 0.086578061
 knn                                             0.044797009 0.0008028000 NA 0.043249625 0.046397071
 wsld                                            0.043509171 0.0007904610 NA 0.041985957 0.045085044
 COSNet                                          0.068789549 0.0010095359 NA 0.066837056 0.070794752
 bagsvm                                          0.059353884 0.0009327853 NA 0.057551821 0.061208707
 rf                                              0.028166146 0.0006285435 NA 0.026960038 0.029424579
 svm                                             0.035111680 0.0007056955 NA 0.033754489 0.036521377

cv_scheme = representative:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.053818428 0.0009113070 NA 0.052059999 0.055632766
 randomraw                                       0.029524288 0.0006669413 NA 0.028244792 0.030859905
 random                                          0.024232329 0.0006023575 NA 0.023079358 0.025441398
 EGAD                                            0.051535348 0.0008908937 NA 0.049816940 0.053309704
 association_score.datatypes.affected_pathway    0.024443595 0.0006050543 NA 0.023285341 0.025657948
 association_score.datatypes.animal_model        0.040958933 0.0007903301 NA 0.039437649 0.042536300
 association_score.datatypes.genetic_association 0.057675812 0.0009449042 NA 0.055851507 0.059555946
 association_score.datatypes.literature          0.203659988 0.0017995442 NA 0.200155668 0.207209767
 association_score.datatypes.rna_expression      0.040787051 0.0007886027 NA 0.039269153 0.042361034
 association_score.datatypes.somatic_mutation    0.024024889 0.0005996989 NA 0.022877126 0.025228749
 ppr                                             0.099470976 0.0012565423 NA 0.097035175 0.101961017
 raw                                             0.071261139 0.0010555647 NA 0.069219796 0.073357939
 gm                                              0.003950888 0.0002399306 NA 0.003507446 0.004450144
 mc                                              0.097530798 0.0012437255 NA 0.095120165 0.099995773
 z                                               0.091259789 0.0012013742 NA 0.088932307 0.093641925
 knn                                             0.048642308 0.0008644157 NA 0.046975809 0.050364803
 wsld                                            0.047249392 0.0008514084 NA 0.045608391 0.048946408
 COSNet                                          0.074533627 0.0010806787 NA 0.072443013 0.076679586
 bagsvm                                          0.064364522 0.0010007662 NA 0.062430667 0.066354041
 rf                                              0.030629656 0.0006797343 NA 0.029325095 0.031990339
 svm                                             0.038158819 0.0007617599 NA 0.036693527 0.039680213

Results are averaged over the levels of: disease 
Confidence level used: 0.95 
Intervals are back-transformed from the logit scale 
