cv_scheme = classic, disease = allergy:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               1.26314338 0.036253176 NA  1.19405002  1.33623482
 randomraw                                        0.91470619 0.028083982 NA  0.86128602  0.97143966
 random                                           0.66445700 0.022089678 NA  0.62254240  0.70919363
 EGAD                                             1.26247498 0.036237630 NA  1.19341144  1.33553528
 association_score.datatypes.affected_pathway     0.67802553 0.022419240 NA  0.63547820  0.72342154
 association_score.datatypes.animal_model         1.06569786 0.031642668 NA  1.00544946  1.12955646
 association_score.datatypes.genetic_association  1.45510803 0.040704564 NA  1.37747616  1.53711507
 association_score.datatypes.literature           4.78173763 0.116527098 NA  4.55871715  5.01566867
 association_score.datatypes.rna_expression       1.06496262 0.031625421 NA  1.00474731  1.12878668
 association_score.datatypes.somatic_mutation     0.66799952 0.022175785 NA  0.62591960  0.71290843
 ppr                                              2.34688806 0.061175682 NA  2.22999731  2.46990592
 raw                                              1.76858789 0.047930139 NA  1.67709787  1.86506892
 gm                                               0.13341275 0.007857880 NA  0.11886730  0.14973809
 mc                                               2.41600068 0.062753925 NA  2.29608355  2.54218069
 z                                                2.27810964 0.059604264 NA  2.16423222  2.39797906
 knn                                              1.33753637 0.037981277 NA  1.26512810  1.41408884
 wsld                                             1.31280555 0.037407256 NA  1.24149837  1.38820835
 COSNet                                           1.85527944 0.049921408 NA  1.75997058  1.95574963
 bagsvm                                           1.59654159 0.043970066 NA  1.51264650  1.68508970
 rf                                               0.72955921 0.023665353 NA  0.68461967  0.77744866
 svm                                              0.89418627 0.027598868 NA  0.84169713  0.94994870

cv_scheme = block, disease = allergy:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               1.14374982 0.032895365 NA  1.08105962  1.21007539
 randomraw                                        0.82824725 0.025476086 NA  0.77979036  0.87971529
 random                                           0.60165186 0.020033027 NA  0.56364162  0.64222540
 EGAD                                             1.14314459 0.032881246 NA  1.08048148  1.20944189
 association_score.datatypes.affected_pathway     0.61393788 0.020332250 NA  0.57535321  0.65511015
 association_score.datatypes.animal_model         0.96496704 0.028707945 NA  0.91030951  1.02290636
 association_score.datatypes.genetic_association  1.31756977 0.036938529 NA  1.24712472  1.39199397
 association_score.datatypes.literature           4.32976304 0.105819797 NA  4.12724915  4.54221378
 association_score.datatypes.rna_expression       0.96430129 0.028692281 NA  0.90967381  1.02220925
 association_score.datatypes.somatic_mutation     0.60485954 0.020111206 NA  0.56669922  0.64558951
 ppr                                              2.12505787 0.055534165 NA  2.01895342  2.23673854
 raw                                              1.60141921 0.043501851 NA  1.51838714  1.68899183
 gm                                               0.12080245 0.007118693 NA  0.10762565  0.13559250
 mc                                               2.18763789 0.056967894 NA  2.07878439  2.30219140
 z                                                2.06278045 0.054106644 NA  1.95941319  2.17160077
 knn                                              1.21111110 0.034464961 NA  1.14541029  1.28058051
 wsld                                             1.18871786 0.033943587 NA  1.12401707  1.25714296
 COSNet                                           1.67991659 0.045310676 NA  1.59341583  1.77111315
 bagsvm                                           1.44563489 0.039904685 NA  1.36950120  1.52600101
 rf                                               0.66060055 0.021463686 NA  0.61984399  0.70403698
 svm                                              0.80966690 0.025035541 NA  0.76205543  0.86025303

cv_scheme = representative, disease = allergy:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               0.82810936 0.024017280 NA  0.78234927  0.87654599
 randomraw                                        0.59967599 0.018580978 NA  0.56434172  0.63722259
 random                                           0.43561410 0.014595508 NA  0.40792650  0.46518097
 EGAD                                             0.82767116 0.024006932 NA  0.78193092  0.87608706
 association_score.datatypes.affected_pathway     0.44450955 0.014814511 NA  0.41640165  0.47451477
 association_score.datatypes.animal_model         0.69866524 0.020948625 NA  0.65878985  0.74095422
 association_score.datatypes.genetic_association  0.95396025 0.026980967 NA  0.90251754  1.00833516
 association_score.datatypes.literature           3.13487903 0.077506468 NA  2.98659103  3.29052972
 association_score.datatypes.rna_expression       0.69818322 0.020937148 NA  0.65832984  0.74044921
 association_score.datatypes.somatic_mutation     0.43793655 0.014652726 NA  0.41013914  0.46761795
 ppr                                              1.53860599 0.040617104 NA  1.46102234  1.62030951
 raw                                              1.15947581 0.031793054 NA  1.09880740  1.22349389
 gm                                               0.08746461 0.005164493 NA  0.07790616  0.09819582
 mc                                               1.58391582 0.041668677 NA  1.50431648  1.66772707
 z                                                1.49351526 0.039570107 NA  1.41793855  1.57312024
 knn                                              0.87688097 0.025167738 NA  0.82891489  0.92762265
 wsld                                             0.86066759 0.024785578 NA  0.81343428  0.91064356
 COSNet                                           1.21631028 0.033119426 NA  1.15309915  1.28298655
 bagsvm                                           1.04668326 0.029155547 NA  0.99107132  1.10541575
 rf                                               0.47829472 0.015642724 NA  0.44859753  0.50995788
 svm                                              0.58622326 0.018258281 NA  0.55150804  0.62312365

cv_scheme = classic, disease = Alzheimers disease:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               2.43655527 0.058729542 NA  2.32412413  2.55442535
 randomraw                                        1.76443324 0.046679303 NA  1.67527499  1.85833650
 random                                           1.28171214 0.037640816 NA  1.21002055  1.35765133
 EGAD                                             2.43526595 0.058706822 NA  2.32287868  2.55309083
 association_score.datatypes.affected_pathway     1.30788531 0.038143904 NA  1.23522122  1.38482401
 association_score.datatypes.animal_model         2.05569040 0.051958921 NA  1.95633413  2.16009268
 association_score.datatypes.genetic_association  2.80684772 0.065211127 NA  2.68190258  2.93761384
 association_score.datatypes.literature           9.22378898 0.172833080 NA  8.89118720  9.56883273
 association_score.datatypes.rna_expression       2.05427215 0.051933460 NA  1.95496506  2.15862379
 association_score.datatypes.somatic_mutation     1.28854553 0.037772341 NA  1.21659969  1.36474602
 ppr                                              4.52705729 0.094605725 NA  4.34537955  4.71633088
 raw                                              3.41153839 0.075648417 NA  3.26644597  3.56307568
 gm                                               0.25734810 0.014617598 NA  0.23023533  0.28765369
 mc                                               4.66037289 0.096853934 NA  4.47435687  4.85412230
 z                                                4.39438635 0.092365369 NA  4.21703182  4.57919984
 knn                                              2.58005649 0.061251418 NA  2.46275608  2.70294388
 wsld                                             2.53235168 0.060414573 NA  2.41666703  2.65357411
 COSNet                                           3.57876308 0.078510679 NA  3.42814626  3.73599730
 bagsvm                                           3.07966765 0.069939145 NA  2.94559540  3.21984235
 rf                                               1.40729182 0.040038916 NA  1.33096487  1.48799589
 svm                                              1.72485112 0.045956220 NA  1.63708999  1.81731695

cv_scheme = block, disease = Alzheimers disease:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               2.20624965 0.053336497 NA  2.10415000  2.31330347
 randomraw                                        1.59765726 0.042371484 NA  1.51673215  1.68290012
 random                                           1.16056343 0.034151274 NA  1.09552182  1.22946659
 EGAD                                             2.20508219 0.053315818 NA  2.10302247  2.31209487
 association_score.datatypes.affected_pathway     1.18426269 0.034608688 NA  1.11833697  1.25407473
 association_score.datatypes.animal_model         1.86138450 0.047174954 NA  1.77118217  1.95618064
 association_score.datatypes.genetic_association  2.54154169 0.059236272 NA  2.42805263  2.66033531
 association_score.datatypes.literature           8.35194728 0.157266012 NA  8.04933008  8.66594147
 association_score.datatypes.rna_expression       1.86010031 0.047151787 NA  1.76994271  1.95485037
 association_score.datatypes.somatic_mutation     1.16675092 0.034270856 NA  1.10147818  1.23589168
 ppr                                              4.09915534 0.086002201 NA  3.93401280  4.27123025
 raw                                              3.08907639 0.068738656 NA  2.95724677  3.22678278
 gm                                               0.23302330 0.013243024 NA  0.20846081  0.26047993
 mc                                               4.21986981 0.088049809 NA  4.05077651  4.39602164
 z                                                3.97902459 0.083961793 NA  3.81781900  4.14703701
 knn                                              2.33618699 0.055631870 NA  2.22965592  2.44780802
 wsld                                             2.29299128 0.054870166 NA  2.18793071  2.40309668
 COSNet                                           3.24049484 0.071344878 NA  3.10363555  3.38338913
 bagsvm                                           2.78857440 0.063540519 NA  2.66677723  2.91593429
 rf                                               1.27427320 0.036331806 NA  1.20501727  1.34750947
 svm                                              1.56181648 0.041713689 NA  1.48216219  1.64575154

cv_scheme = representative, disease = Alzheimers disease:
 method                                                 rate          SE df   asymp.LCL   asymp.UCL
 pr                                               1.59739129 0.039075515 NA  1.52261166  1.67584355
 randomraw                                        1.15675204 0.030981044 NA  1.09759653  1.21909577
 random                                           0.84028293 0.024924983 NA  0.79282381  0.89058299
 EGAD                                             1.59654602 0.039060237 NA  1.52179587  1.67496787
 association_score.datatypes.affected_pathway     0.85744191 0.025261609 NA  0.80933244  0.90841117
 association_score.datatypes.animal_model         1.34769852 0.034525100 NA  1.28170130  1.41709407
 association_score.datatypes.genetic_association  1.84015284 0.043436194 NA  1.75695876  1.92728626
 association_score.datatypes.literature           6.04706174 0.116084285 NA  5.82376779  6.27891719
 association_score.datatypes.rna_expression       1.34676873 0.034507999 NA  1.28080451  1.41613024
 association_score.datatypes.somatic_mutation     0.84476286 0.025012983 NA  0.79713372  0.89523786
 ppr                                              2.96791210 0.063247442 NA  2.84650254  3.09450005
 raw                                              2.23658448 0.050465240 NA  2.13982962  2.33771422
 gm                                               0.16871590 0.009609039 NA  0.15089564  0.18864066
 mc                                               3.05531302 0.064764276 NA  2.93097806  3.18492240
 z                                                2.88093382 0.061736075 NA  2.76243916  3.00451129
 knn                                              1.69146984 0.040771715 NA  1.61341701  1.77329866
 wsld                                             1.66019485 0.040208788 NA  1.58322829  1.74090304
