cv_scheme = classic, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.008065137 3.107787e-04 NA 0.007478286 0.008697637
 randomraw                                       0.006780583 2.738421e-04 NA 0.006264425 0.007338957
 random                                          0.004013185 1.907597e-04 NA 0.003656129 0.004404958
 EGAD                                            0.051098150 1.424340e-03 NA 0.048377562 0.053963058
 association_score.datatypes.affected_pathway    0.003664213 1.797150e-04 NA 0.003328324 0.004033863
 association_score.datatypes.animal_model        0.006501046 2.657018e-04 NA 0.006000469 0.007043086
 association_score.datatypes.genetic_association 0.006790738 2.741370e-04 NA 0.006274015 0.007349704
 association_score.datatypes.literature          0.019828341 6.315581e-04 NA 0.018627635 0.021104777
 association_score.datatypes.rna_expression      0.004762909 2.139393e-04 NA 0.004361445 0.005201134
 association_score.datatypes.somatic_mutation    0.003627920 1.785552e-04 NA 0.003294254 0.003995248
 ppr                                             0.082007942 2.149377e-03 NA 0.077892573 0.086320387
 raw                                             0.099574581 2.537222e-03 NA 0.094710981 0.104659063
 gm                                              0.049029853 1.373838e-03 NA 0.046406237 0.051793740
 mc                                              0.033421385 9.842639e-04 NA 0.031545099 0.035405192
 z                                               0.097269615 2.487318e-03 NA 0.092502378 0.102254855
 knn                                             0.072835876 1.939955e-03 NA 0.069123892 0.076730764
 wsld                                            0.073139636 1.946967e-03 NA 0.069414152 0.077048513
 COSNet                                          0.060024059 1.639381e-03 NA 0.056890298 0.063318851
 bagsvm                                          0.098405780 2.511954e-03 NA 0.093590975 0.103440016
 rf                                              0.144047162 3.442258e-03 NA 0.137430976 0.150926132
 svm                                             0.105087787 2.655381e-03 NA 0.099995915 0.110407134

cv_scheme = block, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.002667244 1.045588e-04 NA 0.002469969 0.002880231
 randomraw                                       0.002240484 9.188604e-05 NA 0.002067424 0.002427995
 random                                          0.001323593 6.359072e-05 NA 0.001204639 0.001454277
 EGAD                                            0.017404155 5.107946e-04 NA 0.016430794 0.018434098
 association_score.datatypes.affected_pathway    0.001208215 5.985313e-05 NA 0.001096414 0.001331401
 association_score.datatypes.animal_model        0.002147713 8.910053e-05 NA 0.001979977 0.002329626
 association_score.datatypes.genetic_association 0.002243855 9.198702e-05 NA 0.002070602 0.002431569
 association_score.datatypes.literature          0.006609950 2.167550e-04 NA 0.006198399 0.007048633
 association_score.datatypes.rna_expression      0.001571653 7.145391e-05 NA 0.001437656 0.001718119
 association_score.datatypes.somatic_mutation    0.001196219 5.946102e-05 NA 0.001085168 0.001318618
 ppr                                             0.028545241 8.041761e-04 NA 0.027010620 0.030164348
 raw                                             0.035097666 9.727347e-04 NA 0.033240245 0.037054899
 gm                                              0.016675720 4.912923e-04 NA 0.015739642 0.017666471
 mc                                              0.011245272 3.444882e-04 NA 0.010589745 0.011940889
 z                                               0.034228484 9.505375e-04 NA 0.032413586 0.036141206
 knn                                             0.025188568 7.167117e-04 NA 0.023821351 0.026632116
 wsld                                            0.025299038 7.196026e-04 NA 0.023926289 0.026748390
 COSNet                                          0.020571942 5.951282e-04 NA 0.019437320 0.021771326
 bagsvm                                          0.034656562 9.614759e-04 NA 0.032820710 0.036591219
 rf                                              0.052450647 1.405888e-03 NA 0.049762547 0.055275507
 svm                                             0.037188381 1.025927e-03 NA 0.035229040 0.039252261

cv_scheme = representative, disease = allergy:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.002603270 1.020881e-04 NA 0.002410659 0.002811227
 randomraw                                       0.002186723 8.971069e-05 NA 0.002017763 0.002369798
 random                                          0.001291805 6.207797e-05 NA 0.001175682 0.001419381
 EGAD                                            0.016992735 4.991663e-04 NA 0.016041568 0.017999270
 association_score.datatypes.affected_pathway    0.001179194 5.842828e-05 NA 0.001070056 0.001299449
 association_score.datatypes.animal_model        0.002096173 8.699021e-05 NA 0.001932412 0.002273781
 association_score.datatypes.genetic_association 0.002190013 8.980931e-05 NA 0.002020865 0.002373287
 association_score.datatypes.literature          0.006452021 2.116978e-04 NA 0.006050081 0.006880479
 association_score.datatypes.rna_expression      0.001533917 6.975655e-05 NA 0.001403104 0.001676904
 association_score.datatypes.somatic_mutation    0.001167486 5.804539e-05 NA 0.001059080 0.001286973
 ppr                                             0.027877927 7.862880e-04 NA 0.026377518 0.029461101
 raw                                             0.034282580 9.513887e-04 NA 0.032466021 0.036196977
 gm                                              0.016281235 4.800907e-04 NA 0.015366532 0.017249432
 mc                                              0.010977817 3.365404e-04 NA 0.010337432 0.011657405
 z                                               0.033432884 9.296410e-04 NA 0.031657983 0.035303666
 knn                                             0.024597738 7.006582e-04 NA 0.023261206 0.026009019
 wsld                                            0.024705683 7.034880e-04 NA 0.023363736 0.026122646
 COSNet                                          0.020087170 5.816697e-04 NA 0.018978252 0.021259479
 bagsvm                                          0.033851360 9.403577e-04 NA 0.032055932 0.035743635
 rf                                              0.051253972 1.376143e-03 NA 0.048622943 0.054019284
 svm                                             0.036326569 1.003512e-03 NA 0.034410152 0.038345480

cv_scheme = classic, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.025586202 8.231991e-04 NA 0.024021351 0.027250148
 randomraw                                       0.021571716 7.415746e-04 NA 0.020165153 0.023074079
 random                                          0.012845603 5.466845e-04 NA 0.011817071 0.013962392
 EGAD                                            0.148143950 2.665323e-03 NA 0.142995732 0.153444331
 association_score.datatypes.affected_pathway    0.011737648 5.193072e-04 NA 0.010762239 0.012800316
 association_score.datatypes.animal_model        0.020695102 7.232194e-04 NA 0.019324136 0.022161134
 association_score.datatypes.genetic_association 0.021603541 7.422371e-04 NA 0.020195694 0.023107215
 association_score.datatypes.literature          0.061324436 1.453501e-03 NA 0.058536717 0.064235858
 association_score.datatypes.rna_expression      0.015220142 6.028975e-04 NA 0.014082551 0.016448094
 association_score.datatypes.somatic_mutation    0.011622324 5.164087e-04 NA 0.010652539 0.012679264
 ppr                                             0.223905763 3.475655e-03 NA 0.217167399 0.230791566
 raw                                             0.263154590 3.813508e-03 NA 0.255748780 0.270696852
 gm                                              0.142738421 2.599258e-03 NA 0.137719349 0.147909034
 mc                                              0.100449263 2.041721e-03 NA 0.096517773 0.104522369
 z                                               0.258148647 3.773463e-03 NA 0.250822136 0.265613292
 knn                                             0.202361787 3.266726e-03 NA 0.196034651 0.208840087
 wsld                                            0.203087408 3.274037e-03 NA 0.196745900 0.209579985
 COSNet                                          0.170967644 2.931901e-03 NA 0.165297637 0.176790948
 bagsvm                                          0.260621452 3.793355e-03 NA 0.253255557 0.268124660
 rf                                              0.352116100 4.378559e-03 NA 0.343582759 0.360744904
 svm                                             0.274959120 3.904434e-03 NA 0.267373033 0.282677398

cv_scheme = block, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.008562916 2.843129e-04 NA 0.008023274 0.009138520
 randomraw                                       0.007199656 2.543329e-04 NA 0.006717924 0.007715664
 random                                          0.004261953 1.845339e-04 NA 0.003915136 0.004639349
 EGAD                                            0.054107047 1.110433e-03 NA 0.051971455 0.056325181
 association_score.datatypes.affected_pathway    0.003891434 1.749250e-04 NA 0.003563203 0.004249770
 association_score.datatypes.animal_model        0.006902962 2.476526e-04 NA 0.006434136 0.007405694
 association_score.datatypes.genetic_association 0.007210434 2.545744e-04 NA 0.006728235 0.007726922
 association_score.datatypes.literature          0.021036747 5.317797e-04 NA 0.020019357 0.022104675
 association_score.datatypes.rna_expression      0.005057914 2.044129e-04 NA 0.004672657 0.005474762
 association_score.datatypes.somatic_mutation    0.003852899 1.739105e-04 NA 0.003526632 0.004209224
 ppr                                             0.086670707 1.624893e-03 NA 0.083538483 0.089908850
 raw                                             0.105121766 1.896595e-03 NA 0.101462089 0.108897448
 gm                                              0.051923624 1.074206e-03 NA 0.049858117 0.054069830
 mc                                              0.035428255 7.923553e-04 NA 0.033907633 0.037014459
 z                                               0.102703039 1.861753e-03 NA 0.099111047 0.106409836
 knn                                             0.077020895 1.477255e-03 NA 0.074174951 0.079966601
 wsld                                            0.077340652 1.482210e-03 NA 0.074485104 0.080296177
 COSNet                                          0.063523370 1.264053e-03 NA 0.061090449 0.066046366
 bagsvm                                          0.103895366 1.878957e-03 NA 0.100269953 0.107636179
 rf                                              0.151654586 2.523125e-03 NA 0.146775285 0.156666308
 svm                                             0.110904277 1.978963e-03 NA 0.107084536 0.114842745

cv_scheme = representative, disease = Alzheimers disease:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.008358718 2.776987e-04 NA 0.007831644 0.008920946
 randomraw                                       0.007027737 2.483890e-04 NA 0.006557274 0.007531698
 random                                          0.004159889 1.801753e-04 NA 0.003821270 0.004528378
 EGAD                                            0.052874690 1.087480e-03 NA 0.050783382 0.055047126
 association_score.datatypes.affected_pathway    0.003798209 1.707875e-04 NA 0.003477748 0.004148076
 association_score.datatypes.animal_model        0.006738079 2.418590e-04 NA 0.006280232 0.007229062
 association_score.datatypes.genetic_association 0.007038259 2.486251e-04 NA 0.006567341 0.007542690
 association_score.datatypes.literature          0.020541251 5.198510e-04 NA 0.019546722 0.021585267
 association_score.datatypes.rna_expression      0.004936883 1.995992e-04 NA 0.004560705 0.005343923
 association_score.datatypes.somatic_mutation    0.003760594 1.697964e-04 NA 0.003442050 0.004108496
 ppr                                             0.084763134 1.593862e-03 NA 0.081691005 0.087939731
 raw                                             0.102853828 1.862022e-03 NA 0.099261230 0.106561072
 gm                                              0.050738329 1.051885e-03 NA 0.048715875 0.052840083
 mc                                              0.034605767 7.752202e-04 NA 0.033118107 0.036157752
 z                                               0.100481424 1.827604e-03 NA 0.096955672 0.104120606
 knn                                             0.075308197 1.448364e-03 NA 0.072518144 0.078196543
 wsld                                            0.075621426 1.453245e-03 NA 0.072821915 0.078519446
 COSNet                                          0.062090622 1.238509e-03 NA 0.059707042 0.064562824
 bagsvm                                          0.101650881 1.844598e-03 NA 0.098092125 0.105323670
 rf                                              0.148549381 2.482588e-03 NA 0.143749091 0.153481236
 svm                                             0.108526715 1.943424e-03 NA 0.104775967 0.112394874

cv_scheme = classic, disease = arthritis:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.023429941 7.616806e-04 NA 0.021982592 0.024970152
 randomraw                                       0.019746917 6.850331e-04 NA 0.018448064 0.021135248
 random                                          0.011750101 5.030291e-04 NA 0.010803972 0.012778014
 EGAD                                            0.137112561 2.547799e-03 NA 0.132195016 0.142183064
 association_score.datatypes.affected_pathway    0.010735606 4.775808e-04 NA 0.009838817 0.011713169
 association_score.datatypes.animal_model        0.018943022 6.678302e-04 NA 0.017677500 0.020297270
 association_score.datatypes.genetic_association 0.019776104 6.856542e-04 NA 0.018476048 0.021165666
 association_score.datatypes.literature          0.056330470 1.360911e-03 NA 0.053721757 0.059057956
 association_score.datatypes.rna_expression      0.013924990 5.553750e-04 NA 0.012877390 0.015056513
 association_score.datatypes.somatic_mutation    0.010630022 4.748883e-04 NA 0.009738453 0.011602258
 ppr                                             0.208614424 3.373408e-03 NA 0.202079795 0.215303344
 raw                                             0.246032544 3.729176e-03 NA 0.238796835 0.253414509
 gm                                              0.132047155 2.481795e-03 NA 0.127258428 0.136987798
 mc                                              0.092583414 1.931065e-03 NA 0.088867430 0.096438335
 z                                               0.241245672 3.686526e-03 NA 0.234094187 0.248544735
 knn                                             0.188185004 3.157316e-03 NA 0.182074788 0.194451523
 wsld                                            0.188871828 3.164835e-03 NA 0.182746861 0.195153059
 COSNet                                          0.158553042 2.815933e-03 NA 0.153111553 0.164150434
 bagsvm                                          0.243609733 3.707694e-03 NA 0.236416454 0.250949948
 rf                                              0.331812341 4.352911e-03 NA 0.323336691 0.340398399
 svm                                             0.257337255 3.826584e-03 NA 0.249908979 0.264908350

cv_scheme = block, disease = arthritis:
