cv_scheme = classic:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.021845135 0.0002584370 NA 0.021344308 0.022357445
 randomraw                                       0.018054960 0.0002334924 NA 0.017602971 0.018518335
 random                                          0.011036170 0.0001803438 NA 0.010688243 0.011395293
 EGAD                                            0.020507726 0.0002498583 NA 0.020023695 0.021003207
 association_score.datatypes.affected_pathway    0.010080158 0.0001720580 NA 0.009748454 0.010423030
 association_score.datatypes.animal_model        0.017704792 0.0002310815 NA 0.017257524 0.018163438
 association_score.datatypes.genetic_association 0.018474983 0.0002363584 NA 0.018017383 0.018943980
 association_score.datatypes.literature          0.051671729 0.0004144269 NA 0.050865478 0.052490054
 association_score.datatypes.rna_expression      0.013051149 0.0001968213 NA 0.012670959 0.013442591
 association_score.datatypes.somatic_mutation    0.009981624 0.0001711842 NA 0.009651631 0.010322782
 ppr                                             0.029754820 0.0003053408 NA 0.029162161 0.030359146
 raw                                             0.028638228 0.0002990553 NA 0.028057876 0.029230224
 gm                                              0.007684005 0.0001495535 NA 0.007396364 0.007982741
 mc                                              0.026962118 0.0002894331 NA 0.026400605 0.027535236
 z                                               0.027077785 0.0002901047 NA 0.026514957 0.027652221
 knn                                             0.025198895 0.0002790471 NA 0.024657716 0.025751638
 wsld                                            0.023691848 0.0002699341 NA 0.023168511 0.024226713
 COSNet                                          0.021390775 0.0002555476 NA 0.020895605 0.021897417
 bagsvm                                          0.025176937 0.0002789160 NA 0.024636015 0.025729423
 rf                                              0.013505752 0.0002003796 NA 0.013118595 0.013904173
 svm                                             0.014709739 0.0002095590 NA 0.014304610 0.015126167

cv_scheme = block:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.022200165 0.0002622797 NA 0.021691881 0.022720083
 randomraw                                       0.018349547 0.0002370298 NA 0.017890703 0.018819934
 random                                          0.011217546 0.0001831740 NA 0.010864153 0.011582299
 EGAD                                            0.020841483 0.0002535980 NA 0.020350198 0.021344370
 association_score.datatypes.affected_pathway    0.010245985 0.0001747714 NA 0.009909046 0.010594259
 association_score.datatypes.animal_model        0.017993771 0.0002345884 NA 0.017539706 0.018459369
 association_score.datatypes.genetic_association 0.018776292 0.0002399317 NA 0.018311766 0.019252372
 association_score.datatypes.literature          0.052485495 0.0004197800 NA 0.051668807 0.053314367
 association_score.datatypes.rna_expression      0.013265196 0.0001998787 NA 0.012879095 0.013662713
 association_score.datatypes.somatic_mutation    0.010145846 0.0001738852 NA 0.009810642 0.010492382
 ppr                                             0.030234426 0.0003097103 NA 0.029633273 0.030847386
 raw                                             0.029100377 0.0003033578 NA 0.028511662 0.029700876
 gm                                              0.007810724 0.0001519412 NA 0.007518488 0.008114226
 mc                                              0.027397981 0.0002936309 NA 0.026828312 0.027979399
 z                                               0.027515465 0.0002943099 NA 0.026944466 0.028098214
 knn                                             0.025607004 0.0002831290 NA 0.025057898 0.026167821
 wsld                                            0.024076153 0.0002739118 NA 0.023545093 0.024618888
 COSNet                                          0.021738585 0.0002593559 NA 0.021236026 0.022252767
 bagsvm                                          0.025584700 0.0002829964 NA 0.025035853 0.026145256
 rf                                              0.013727151 0.0002034851 NA 0.013333988 0.014131741
 svm                                             0.014950577 0.0002127872 NA 0.014539200 0.015373412

cv_scheme = representative:
 method                                                 prob           SE df   asymp.LCL   asymp.UCL
 pr                                              0.016965282 0.0002052858 NA 0.016567583 0.017372358
 randomraw                                       0.014009645 0.0001846640 NA 0.013652281 0.014376226
 random                                          0.008549761 0.0001414222 NA 0.008276987 0.008831446
 EGAD                                            0.015921765 0.0001981695 NA 0.015537985 0.016314867
 association_score.datatypes.affected_pathway    0.007807435 0.0001347622 NA 0.007547690 0.008076046
 association_score.datatypes.animal_model        0.013736836 0.0001826822 NA 0.013383349 0.014099526
 association_score.datatypes.genetic_association 0.014336933 0.0001870225 NA 0.013974956 0.014708146
 association_score.datatypes.literature          0.040404310 0.0003392045 NA 0.039744695 0.041074403
 association_score.datatypes.rna_expression      0.010115416 0.0001547300 NA 0.009816607 0.010423225
 association_score.datatypes.somatic_mutation    0.007730943 0.0001340612 NA 0.007472570 0.007998178
 ppr                                             0.023149886 0.0002446494 NA 0.022675200 0.023634270
 raw                                             0.022275464 0.0002393293 NA 0.021811182 0.022749399
 gm                                              0.005948284 0.0001167768 NA 0.005723728 0.006181595
 mc                                              0.020963710 0.0002312122 NA 0.020515304 0.021421703
 z                                               0.021054201 0.0002317776 NA 0.020604688 0.021513305
 knn                                             0.019584866 0.0002224873 NA 0.019153523 0.020025724
 wsld                                            0.018407232 0.0002148631 NA 0.017990801 0.018833117
 COSNet                                          0.016610695 0.0002028861 NA 0.016217690 0.017013059
 bagsvm                                          0.019567701 0.0002223774 NA 0.019136574 0.020008344
 rf                                              0.010468845 0.0001576152 NA 0.010164392 0.010782318
 svm                                             0.011405234 0.0001650771 NA 0.011086184 0.011733357

Results are averaged over the levels of: disease 
Confidence level used: 0.95 
Intervals are back-transformed from the logit scale 
