cv_scheme = classic, disease = allergy:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.7604242 0.002096515 NA 0.7562910 0.7645091
 randomraw                                       0.6899581 0.002391788 NA 0.6852509 0.6946263
 random                                          0.5469591 0.002716803 NA 0.5416291 0.5522784
 EGAD                                            0.8243219 0.001748479 NA 0.8208686 0.8277226
 association_score.datatypes.affected_pathway    0.5479454 0.002715803 NA 0.5426172 0.5532626
 association_score.datatypes.animal_model        0.5570771 0.002705724 NA 0.5517677 0.5623735
 association_score.datatypes.genetic_association 0.5692905 0.002689942 NA 0.5640107 0.5745547
 association_score.datatypes.literature          0.7331651 0.002221525 NA 0.7287884 0.7374965
 association_score.datatypes.rna_expression      0.5650690 0.002695695 NA 0.5597784 0.5703449
 association_score.datatypes.somatic_mutation    0.5477216 0.002716031 NA 0.5423931 0.5530393
 ppr                                             0.9024935 0.001207940 NA 0.9001002 0.9048356
 raw                                             0.9051842 0.001186710 NA 0.9028326 0.9074847
 gm                                              0.5768650 0.002678831 NA 0.5716061 0.5821065
 mc                                              0.8955504 0.001261804 NA 0.8930513 0.8979978
 z                                               0.8986708 0.001237757 NA 0.8962189 0.9010711
 knn                                             0.9045372 0.001191834 NA 0.9021755 0.9068477
 wsld                                            0.9052249 0.001186388 NA 0.9028739 0.9075247
 COSNet                                          0.6125260 0.002612880 NA 0.6073926 0.6176346
 bagsvm                                          0.9004956 0.001223573 NA 0.8980716 0.9028682
 rf                                              0.8857044 0.001336025 NA 0.8830596 0.8882970
 svm                                             0.8467760 0.001607039 NA 0.8435996 0.8498992

cv_scheme = block, disease = allergy:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.7084052 0.002367887 NA 0.7037426 0.7130244
 randomraw                                       0.6300819 0.002597923 NA 0.6249757 0.6351591
 random                                          0.4802693 0.002733464 NA 0.4749143 0.4856289
 EGAD                                            0.7822033 0.002047937 NA 0.7781627 0.7861904
 association_score.datatypes.affected_pathway    0.4812631 0.002733871 NA 0.4759071 0.4866233
 association_score.datatypes.animal_model        0.4904892 0.002736817 NA 0.4851265 0.4958542
 association_score.datatypes.genetic_association 0.5029004 0.002738413 NA 0.4975331 0.5082670
 association_score.datatypes.literature          0.6777357 0.002471167 NA 0.6728733 0.6825598
 association_score.datatypes.rna_expression      0.4986013 0.002738168 NA 0.4932349 0.5039679
 association_score.datatypes.somatic_mutation    0.4810376 0.002733780 NA 0.4756818 0.4863977
 ppr                                             0.8763041 0.001481699 NA 0.8733707 0.8791791
 raw                                             0.8796211 0.001458040 NA 0.8767340 0.8824496
 gm                                              0.5106387 0.002738033 NA 0.5052713 0.5160037
 mc                                              0.8677694 0.001541279 NA 0.8647192 0.8707611
 z                                               0.8716007 0.001514761 NA 0.8686025 0.8745404
 knn                                             0.8788230 0.001463759 NA 0.8759246 0.8816627
 wsld                                            0.8796713 0.001457680 NA 0.8767848 0.8824991
 COSNet                                          0.5475031 0.002721719 NA 0.5421634 0.5528319
 bagsvm                                          0.8738446 0.001499058 NA 0.8708771 0.8767536
 rf                                              0.8557265 0.001622308 NA 0.8525176 0.8588771
 svm                                             0.8087919 0.001906983 NA 0.8050264 0.8125017

cv_scheme = representative, disease = allergy:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.7377850 0.002222044 NA 0.7334066 0.7421168
 randomraw                                       0.6636058 0.002491996 NA 0.6587042 0.6684724
 random                                          0.5169617 0.002735864 NA 0.5115978 0.5223217
 EGAD                                            0.8061818 0.001882638 NA 0.8024652 0.8098451
 association_score.datatypes.affected_pathway    0.5179557 0.002735492 NA 0.5125924 0.5233149
 association_score.datatypes.animal_model        0.5271705 0.002731213 NA 0.5218145 0.5325202
 association_score.datatypes.genetic_association 0.5395269 0.002723124 NA 0.5341853 0.5448594
 association_score.datatypes.literature          0.7089359 0.002338935 NA 0.7043305 0.7134988
 association_score.datatypes.rna_expression      0.5352518 0.002726228 NA 0.5299047 0.5405909
 association_score.datatypes.somatic_mutation    0.5177302 0.002735578 NA 0.5123667 0.5230896
 ppr                                             0.8913615 0.001326673 NA 0.8887338 0.8939345
 raw                                             0.8943233 0.001304267 NA 0.8917396 0.8968525
 gm                                              0.5472084 0.002716737 NA 0.5418785 0.5525276
 mc                                              0.8837278 0.001383346 NA 0.8809889 0.8864118
 z                                               0.8871569 0.001358077 NA 0.8844676 0.8897914
 knn                                             0.8936109 0.001309678 NA 0.8910166 0.8961507
 wsld                                            0.8943681 0.001303926 NA 0.8917851 0.8968966
 COSNet                                          0.5835646 0.002672359 NA 0.5783176 0.5887927
 bagsvm                                          0.8891635 0.001343148 NA 0.8865035 0.8917688
 rf                                              0.8729255 0.001461014 NA 0.8700343 0.8757615
 svm                                             0.8304776 0.001740103 NA 0.8270397 0.8338609

cv_scheme = classic, disease = Alzheimers disease:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.7544606 0.002125799 NA 0.7502703 0.7586032
 randomraw                                       0.6829717 0.002413931 NA 0.6782217 0.6876839
 random                                          0.5389039 0.002716892 NA 0.5335746 0.5442242
 EGAD                                            0.8195714 0.001780637 NA 0.8160551 0.8230351
 association_score.datatypes.affected_pathway    0.5398929 0.002716061 NA 0.5345652 0.5452115
 association_score.datatypes.animal_model        0.5490534 0.002707547 NA 0.5437413 0.5543543
 association_score.datatypes.genetic_association 0.5613139 0.002693843 NA 0.5560273 0.5665866
 association_score.datatypes.literature          0.7267667 0.002248470 NA 0.7223377 0.7311514
 association_score.datatypes.rna_expression      0.5570750 0.002698880 NA 0.5517790 0.5623580
 association_score.datatypes.somatic_mutation    0.5396685 0.002716251 NA 0.5343404 0.5449875
 ppr                                             0.8995994 0.001237128 NA 0.8971486 0.9019983
 raw                                             0.9023613 0.001215635 NA 0.8999526 0.9047181
 gm                                              0.5689223 0.002684009 NA 0.5636542 0.5741749
 mc                                              0.8924748 0.001291616 NA 0.8899169 0.8949802
 z                                               0.8956763 0.001267299 NA 0.8931662 0.8981342
 knn                                             0.9016971 0.001220823 NA 0.8992783 0.9040641
 wsld                                            0.9024031 0.001215309 NA 0.8999950 0.9047592
 COSNet                                          0.6047942 0.002623899 NA 0.5996400 0.6099252
 bagsvm                                          0.8975490 0.001252950 NA 0.8950670 0.8999788
 rf                                              0.8823769 0.001366586 NA 0.8796719 0.8850291
 svm                                             0.8425167 0.001639176 NA 0.8392772 0.8457028

cv_scheme = block, disease = Alzheimers disease:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.7016547 0.002392953 NA 0.6969435 0.7063235
 randomraw                                       0.6224845 0.002611934 NA 0.6173517 0.6275899
 random                                          0.4721726 0.002721972 NA 0.4668410 0.4775105
 EGAD                                            0.7766225 0.002079962 NA 0.7725194 0.7806726
 association_score.datatypes.affected_pathway    0.4731648 0.002722548 NA 0.4678320 0.4785038
 association_score.datatypes.animal_model        0.4823801 0.002727071 NA 0.4770374 0.4877269
 association_score.datatypes.genetic_association 0.4947853 0.002730806 NA 0.4894338 0.5001380
 association_score.datatypes.literature          0.6706053 0.002492259 NA 0.6657023 0.6754715
 association_score.datatypes.rna_expression      0.4904871 0.002729818 NA 0.4851381 0.4958384
 association_score.datatypes.somatic_mutation    0.4729397 0.002722418 NA 0.4676071 0.4782784
 ppr                                             0.8727423 0.001514954 NA 0.8697433 0.8756821
 raw                                             0.8761413 0.001491130 NA 0.8731890 0.8790343
 gm                                              0.5025250 0.002731767 NA 0.4971708 0.5078787
 mc                                              0.8640000 0.001574882 NA 0.8608836 0.8670573
 z                                               0.8679239 0.001548220 NA 0.8648597 0.8709289
 knn                                             0.8753234 0.001496890 NA 0.8723598 0.8782277
 wsld                                            0.8761927 0.001490767 NA 0.8732411 0.8790850
 COSNet                                          0.5394493 0.002721871 NA 0.5341103 0.5447794
 bagsvm                                          0.8702225 0.001532424 NA 0.8671893 0.8731965
 rf                                              0.8516724 0.001656224 NA 0.8483968 0.8548893
 svm                                             0.8037215 0.001940373 NA 0.7998906 0.8074967

cv_scheme = representative, disease = Alzheimers disease:
 method                                               prob          SE df asymp.LCL asymp.UCL
 pr                                              0.7314568 0.002249805 NA 0.7270245 0.7358434
 randomraw                                       0.6563214 0.002510820 NA 0.6513836 0.6612256
 random                                          0.5088520 0.002730727 NA 0.5034991 0.5142029
 EGAD                                            0.8010592 0.001915028 NA 0.7972792 0.8047860
 association_score.datatypes.affected_pathway    0.5098469 0.002730527 NA 0.5044942 0.5151973
