cv_scheme = classic:
 method          prob           SE  df  asymp.LCL  asymp.UCL
 pr        0.06158119 0.0007755576 Inf 0.06007854 0.06311890
 randomraw 0.02915255 0.0005187403 Inf 0.02815286 0.03018665
 random    0.02359700 0.0004639945 Inf 0.02270449 0.02452372
 EGAD      0.04424106 0.0006482267 Inf 0.04298781 0.04552910
 ppr       0.08901586 0.0009489628 Inf 0.08717337 0.09089341
 raw       0.06336611 0.0007877447 Inf 0.06183959 0.06492771
 gm        0.02520711 0.0004803896 Inf 0.02428250 0.02616598
 mc        0.07172351 0.0008429584 Inf 0.07008880 0.07339334
 z         0.06835665 0.0008210654 Inf 0.06676483 0.06998356
 knn       0.04890493 0.0006842733 Inf 0.04758109 0.05026366
 wsld      0.04765721 0.0006747768 Inf 0.04635197 0.04899732
 COSNet    0.06696268 0.0008118660 Inf 0.06538889 0.06857156
 bagsvm    0.05766079 0.0007482522 Inf 0.05621163 0.05914497
 rf        0.03376684 0.0005608561 Inf 0.03268468 0.03488353
 svm       0.03582493 0.0005788419 Inf 0.03470756 0.03697690

cv_scheme = block:
 method          prob           SE  df  asymp.LCL  asymp.UCL
 pr        0.05912640 0.0007494491 Inf 0.05767449 0.06061250
 randomraw 0.02795195 0.0004990784 Inf 0.02699022 0.02894693
 random    0.02261987 0.0004460389 Inf 0.02176195 0.02351079
 EGAD      0.04244622 0.0006249854 Inf 0.04123803 0.04368821
 ppr       0.08556716 0.0009200337 Inf 0.08378107 0.08738770
 raw       0.06084478 0.0007613966 Inf 0.05936948 0.06235432
 gm        0.02416495 0.0004619113 Inf 0.02327597 0.02508701
 mc        0.06889410 0.0008156023 Inf 0.06731262 0.07050992
 z         0.06565066 0.0007940937 Inf 0.06411131 0.06722431
 knn       0.04693018 0.0006601535 Inf 0.04565313 0.04824115
 wsld      0.04573042 0.0006508834 Inf 0.04447152 0.04702320
 COSNet    0.06430806 0.0007850617 Inf 0.06278641 0.06586401
 bagsvm    0.05535306 0.0007227028 Inf 0.05395353 0.05678671
 rf        0.03238254 0.0005399583 Inf 0.03134079 0.03345772
 svm       0.03435926 0.0005574372 Inf 0.03328330 0.03546873

cv_scheme = representative:
 method          prob           SE  df  asymp.LCL  asymp.UCL
 pr        0.05999993 0.0007587579 Inf 0.05852993 0.06150444
 randomraw 0.02837880 0.0005060755 Inf 0.02740357 0.02938770
 random    0.02296722 0.0004524267 Inf 0.02209700 0.02387088
 EGAD      0.04308461 0.0006332636 Inf 0.04186037 0.04434300
 ppr       0.08679530 0.0009303646 Inf 0.08498907 0.08863620
 raw       0.06174204 0.0007707918 Inf 0.06024847 0.06327014
 gm        0.02453543 0.0004684857 Inf 0.02363377 0.02547059
 mc        0.06990122 0.0008253617 Inf 0.06830075 0.07153631
 z         0.06661376 0.0008037141 Inf 0.06505570 0.06820641
 knn       0.04763265 0.0006687470 Inf 0.04633893 0.04896063
 wsld      0.04641580 0.0006593956 Inf 0.04514039 0.04772545
 COSNet    0.06525284 0.0007946216 Inf 0.06371259 0.06682767
 bagsvm    0.05617417 0.0007318102 Inf 0.05475695 0.05762584
 rf        0.03287476 0.0005473972 Inf 0.03181863 0.03396472
 svm       0.03488045 0.0005650575 Inf 0.03378975 0.03600505

Results are averaged over the levels of: network, disease 
Confidence level used: 0.95 
Intervals are back-transformed from the logit scale 
