"label","coef","lower","upper"
"(Intercept)",0.177204377385682,0.127967451861542,0.226441302909822
"methodrandomraw",-0.27488398980991,-0.34008558193878,-0.209682397681039
"methodrandom",-0.721663339558969,-0.796577187842905,-0.646749491275033
"methodEGAD",1.74961067872484,1.70319566595994,1.79602569148974
"methodppr",1.96816840468478,1.92243312067451,2.01390368869504
"methodraw",2.06928123543953,2.02381633615131,2.11474613472775
"methodgm",1.54651072548997,1.49932807733617,1.59369337364376
"methodmc",1.79554064350746,1.74928017656301,1.84180111045191
"methodz",2.06069410576847,2.01520723126783,2.1061809802691
"methodknn",1.99973897832781,1.95409089519648,2.04538706145914
"methodwsld",1.98179732058313,1.9360999983963,2.02749464276996
"methodCOSNet",1.61962629355001,1.57273662303314,1.66651596406687
"methodbagsvm",2.05442736764402,2.00892434325776,2.09993039203028
"methodrf",2.16669589070443,2.12146818395727,2.21192359745158
"methodsvm",2.06766351576859,2.02219449019853,2.11313254133865
"networkomnipath",-0.308642213773015,-0.315353655064573,-0.301930772481456
"diseaseAlzheimers disease",0.692510379210791,0.662710563630424,0.722310194791158
"diseasearthritis",0.831722450120287,0.802575506984026,0.860869393256548
"diseaseasthma",0.508593109252458,0.477806365578097,0.539379852926819
"diseasebipolar disorder",1.0239788733266,0.995615517062688,1.05234222959052
"diseasecardiac arrhythmia",1.42912521657659,1.40203900134815,1.45621143180503
"diseaseCOPD",0.643596667210819,0.613548802153825,0.673644532267813
"diseasecoronary heart disease",0.923081159122794,0.89432270150609,0.951839616739499
"diseasedrug dependence",1.07482240262047,1.04664543478894,1.102999370452
"diseasehypertension",1.07375504712273,1.04557425067961,1.10193584356585
"diseasemultiple sclerosis",1.28807378098677,1.26059399144954,1.315553570524
"diseaseobesity",1.18550791375252,1.15770915496177,1.21330667254328
"diseaseParkinson's disease",1.32197958901399,1.29459899998766,1.34936017804033
"diseasepsoriasis",0.500299333260696,0.469464485032353,0.531134181489039
"diseaserheumatoid arthritis",0.275522717598465,0.243254395090842,0.307791040106088
"diseaseschizophrenia",1.14085462515736,1.11290769689342,1.1688015534213
"diseasestroke",1.28100457614217,1.25350372278813,1.30850542949621
"diseaselupus",0.600730299456319,0.570456636964909,0.631003961947729
"diseasetype I diabetes",0.535850360528693,0.505219445750297,0.566481275307089
"diseasetype II diabetes",0.827363164601743,0.798196918386272,0.856529410817213
"diseaseulcerative colitis",0.029574909049911,-0.00457971640834871,0.0637295345081707
"diseaseunipolar depression",0.889776174273024,0.860879589604229,0.918672758941819
"methodpr:cv_schemeblock",0.000358830217356774,-0.0602212366355522,0.0609388970702657
"methodrandomraw:cv_schemeblock",-0.505328947182842,-0.585456635589779,-0.425201258775906
"methodrandom:cv_schemeblock",-0.0263156670910819,-0.113804376280443,0.0611730420982792
"methodEGAD:cv_schemeblock",-1.02798195977776,-1.06278046181482,-0.993183457740691
"methodppr:cv_schemeblock",-0.732539059957523,-0.760643306452287,-0.704434813462758
"methodraw:cv_schemeblock",-0.672780730530803,-0.698970846785824,-0.646590614275781
"methodgm:cv_schemeblock",-0.761555995675663,-0.796599610485291,-0.726512380866036
"methodmc:cv_schemeblock",-0.650775457884604,-0.680589944801474,-0.620960970967735
"methodz:cv_schemeblock",-0.749384632234003,-0.776371808229723,-0.722397456238284
"methodknn:cv_schemeblock",-0.516276437966643,-0.54205988114048,-0.490492994792806
"methodwsld:cv_schemeblock",-0.483157979513123,-0.508907012555407,-0.45740894647084
"methodCOSNet:cv_schemeblock",-1.12414691778215,-1.16263782881477,-1.08565600674953
"methodbagsvm:cv_schemeblock",-0.664163148314553,-0.690473441224095,-0.637852855405011
"methodrf:cv_schemeblock",-0.608469422852377,-0.632894652229812,-0.584044193474942
"methodsvm:cv_schemeblock",-0.676684606554339,-0.702929836003662,-0.650439377105016
"methodpr:cv_schemerepresentative",-0.252614129190494,-0.317406436227494,-0.187821822153495
"methodrandomraw:cv_schemerepresentative",-0.679384060582113,-0.764129464194524,-0.594638656969703
"methodrandom:cv_schemerepresentative",-0.445779476691676,-0.544141114130517,-0.347417839252835
"methodEGAD:cv_schemerepresentative",-1.18953356129816,-1.22651075024181,-1.15255637235451
"methodppr:cv_schemerepresentative",-0.794042038173508,-0.822741974413256,-0.76534210193376
"methodraw:cv_schemerepresentative",-0.732682161471942,-0.75940216803168,-0.705962154912203
"methodgm:cv_schemerepresentative",-1.29755182279115,-1.34023341216996,-1.25487023341233
"methodmc:cv_schemerepresentative",-0.719023355193687,-0.74952194957732,-0.688524760810053
"methodz:cv_schemerepresentative",-0.781802727011527,-0.809090138928753,-0.754515315094302
"methodknn:cv_schemerepresentative",-0.854003260644027,-0.88284860059492,-0.825157920693134
"methodwsld:cv_schemerepresentative",-0.85518807887769,-0.884305448050053,-0.826070709705327
"methodCOSNet:cv_schemerepresentative",-1.0152429953675,-1.05220472871319,-0.978281262021813
"methodbagsvm:cv_schemerepresentative",-0.731053823412609,-0.757958221983428,-0.704149424841791
"methodrf:cv_schemerepresentative",-0.790622264262487,-0.816579598221456,-0.764664930303518
"methodsvm:cv_schemerepresentative",-0.832225430485358,-0.859896115115099,-0.804554745855617
