"label","coef","lower","upper"
"(Intercept)",-2.85316856785386,-2.90735714812008,-2.79897998758764
"methodrandomraw",-0.467438659607187,-0.545842333413975,-0.3890349858004
"methodrandom",-0.926214223664429,-1.01625745461812,-0.836170992710738
"methodEGAD",1.9724369744398,1.91658307508868,2.02829087379093
"methodppr",2.43014321269329,2.37496045518497,2.48532597020162
"methodraw",2.62998569151279,2.57492432502302,2.68504705800256
"methodgm",1.68137120293503,1.62476166189472,1.73798074397535
"methodmc",2.14184607580523,2.08630845270459,2.19738369890588
"methodz",2.58302709650465,2.52794600550339,2.63810818750591
"methodknn",2.43049748258448,2.37531502788458,2.48567993728438
"methodwsld",2.40551622835342,2.35031164374238,2.46072081296446
"methodCOSNet",1.78465637122715,1.72834791387957,1.84096482857474
"methodbagsvm",2.59390686407922,2.53883081916049,2.64898290899795
"methodrf",2.77729252217965,2.72225857107371,2.83232647328559
"methodsvm",2.55328537557438,2.49818901852046,2.6083817326283
"networkomnipath",-0.433335386430027,-0.442294826047803,-0.424375946812251
"diseaseAlzheimers disease",0.3044135833658,0.274064245309208,0.334762921422392
"diseasearthritis",-0.29726733589278,-0.32996094557135,-0.264573726214209
"diseaseasthma",0.21699690173787,0.186390773845839,0.247603029629901
"diseasebipolar disorder",0.512317975717477,0.482482116767808,0.542153834667147
"diseasecardiac arrhythmia",0.955469941607727,0.926327887109501,0.984611996105953
"diseaseCOPD",0.143755175326617,0.112913888067575,0.174596462585659
"diseasecoronary heart disease",0.0762018265094255,0.045126720466195,0.107276932552656
"diseasedrug dependence",0.49339519595575,0.463517976009015,0.523272415902486
"diseasehypertension",0.101505639287099,0.0705200625483484,0.13249121602585
"diseasemultiple sclerosis",0.581939026697691,0.552246541217163,0.611631512178218
"diseaseobesity",0.302093703629827,0.271737876207921,0.332449531051733
"diseaseParkinson's disease",0.844885745765889,0.815617148730029,0.87415434280175
"diseasepsoriasis",-0.0409539060414809,-0.0724750810718349,-0.00943273101112694
"diseaserheumatoid arthritis",-0.236426005005537,-0.268815294018767,-0.204036715992308
"diseaseschizophrenia",0.50776679016654,0.477921077981454,0.537612502351625
"diseasestroke",0.767406859150516,0.738031880712502,0.79678183758853
"diseaselupus",0.205305305849794,0.174662887100133,0.235947724599454
"diseasetype I diabetes",0.145469164390506,0.114633595399007,0.176304733382004
"diseasetype II diabetes",0.138117684694102,0.10725751558126,0.168977853806943
"diseaseulcerative colitis",0.173413131661906,0.14266932347572,0.204156939848092
"diseaseunipolar depression",0.323425178766891,0.293128366896772,0.353721990637009
"methodpr:cv_schemeblock",0.0313836185147105,-0.0380854367070861,0.100852673736507
"methodrandomraw:cv_schemeblock",-0.456662205993233,-0.553371333636856,-0.359953078349609
"methodrandom:cv_schemeblock",-0.0100759936472268,-0.116746041017995,0.0965940537235418
"methodEGAD:cv_schemeblock",-1.23074209442723,-1.27569659742811,-1.18578759142636
"methodppr:cv_schemeblock",-1.00115463750158,-1.03937621687877,-0.96293305812439
"methodraw:cv_schemeblock",-1.02654454133427,-1.06358743380895,-0.989501648859583
"methodgm:cv_schemeblock",-1.04186344193604,-1.08890382991276,-0.994823053959332
"methodmc:cv_schemeblock",-0.866134712743324,-0.905882575731523,-0.826386849755124
"methodz:cv_schemeblock",-1.09645420902183,-1.13417741746148,-1.05873100058217
"methodknn:cv_schemeblock",-0.796490234777545,-0.833558955530756,-0.759421514024334
"methodwsld:cv_schemeblock",-0.780425723044212,-0.817572887165643,-0.743278558922781
"methodCOSNet:cv_schemeblock",-1.38073671326344,-1.43045655270564,-1.33101687382125
"methodbagsvm:cv_schemeblock",-1.00699993390969,-1.04415248063636,-0.969847387183013
"methodrf:cv_schemeblock",-0.967051268241805,-1.00308065473687,-0.931021881746737
"methodsvm:cv_schemeblock",-1.00489336304152,-1.04228575489808,-0.967500971184957
"methodpr:cv_schemerepresentative",0.132093622559904,0.0640451061513846,0.200142138968423
"methodrandomraw:cv_schemerepresentative",-0.340673034863104,-0.434322647002723,-0.247023422723486
"methodrandom:cv_schemerepresentative",0.00263508751525891,-0.103715786424277,0.108985961454794
"methodEGAD:cv_schemerepresentative",-0.970774903764436,-1.01314220245658,-0.928407605072295
"methodppr:cv_schemerepresentative",-0.612490076667335,-0.648721924871017,-0.576258228463652
"methodraw:cv_schemerepresentative",-0.564884830203281,-0.600057225235121,-0.52971243517144
"methodgm:cv_schemerepresentative",-1.13827074892255,-1.18648243375651,-1.09005906408858
"methodmc:cv_schemerepresentative",-0.441477853053064,-0.478759299369669,-0.404196406736458
"methodz:cv_schemerepresentative",-0.612211463112886,-0.647713272644575,-0.576709653581197
"methodknn:cv_schemerepresentative",-0.648729969505741,-0.685111325480656,-0.612348613530826
"methodwsld:cv_schemerepresentative",-0.644912775955004,-0.681419510305148,-0.60840604160486
"methodCOSNet:cv_schemerepresentative",-0.74006684490013,-0.782661742270974,-0.697471947529286
"methodbagsvm:cv_schemerepresentative",-0.554308713317509,-0.589581376953319,-0.5190360496817
"methodrf:cv_schemerepresentative",-0.669619674380378,-0.70462430530154,-0.634615043459217
"methodsvm:cv_schemerepresentative",-0.697746659754014,-0.733692595973823,-0.661800723534204
