"method","cv_scheme","rate","SE","df","asymp.LCL","asymp.UCL"
"association_score.datatypes.affected_pathway","classic",0.214649498343293,0.00540372079659713,Inf,0.204315444822447,0.225506237078977
"association_score.datatypes.animal_model","classic",0.743957474773485,0.0109886012767844,Inf,0.722728972804093,0.765809515182351
"association_score.datatypes.genetic_association","classic",1.05518584852136,0.0136953554370183,Inf,1.02868198436432,1.08237258146189
"association_score.datatypes.literature","classic",1.91646361090141,0.0205566977332441,Inf,1.87659378974366,1.95718050010758
"association_score.datatypes.rna_expression","classic",0.438731783625443,0.00803511103560949,Inf,0.423262554754278,0.454766375624484
"association_score.datatypes.somatic_mutation","classic",0.204251994555926,0.00526120749704939,Inf,0.194196189596292,0.214828505990782
"association_score.datatypes.affected_pathway","block",0.212581623550023,0.00535471685339353,Inf,0.202341427954306,0.223340060056158
"association_score.datatypes.animal_model","block",0.736790391126783,0.0109007712862521,Inf,0.715732067507642,0.758468294353685
"association_score.datatypes.genetic_association","block",1.04502047550529,0.013592515199299,Inf,1.01871634707694,1.0720037990544
"association_score.datatypes.literature","block",1.89800092254765,0.0204225742692198,Inf,1.85839253706499,1.93845349146802
"association_score.datatypes.rna_expression","block",0.434505161139168,0.00796628129512892,Inf,0.419168738516875,0.450402708285397
"association_score.datatypes.somatic_mutation","block",0.202284286481706,0.00521336272514787,Inf,0.192320063725499,0.212764761849379
"association_score.datatypes.affected_pathway","representative",0.155111083503364,0.00399185158744921,Inf,0.147481242391942,0.163135649221395
"association_score.datatypes.animal_model","representative",0.537602234727736,0.00844425316844542,Inf,0.521303966215137,0.554410059226332
"association_score.datatypes.genetic_association","representative",0.762503623464345,0.0107024606754525,Inf,0.741813088658039,0.783771255435848
"association_score.datatypes.literature","representative",1.38488442542859,0.0165958606130917,Inf,1.3527361533572,1.41779671300635
"association_score.datatypes.rna_expression","representative",0.317038534218555,0.00604844668916641,Inf,0.30540269647749,0.329117697187257
"association_score.datatypes.somatic_mutation","representative",0.147597587824891,0.00388281780549867,Inf,0.140180267725807,0.155407378550153
