"method","cv_scheme","network","prob","SE","df","asymp.LCL","asymp.UCL"
"association_score.datatypes.affected_pathway","classic","string",0.0229811807139224,0.000247707867782759,Inf,0.0225006572948336,0.0234717197656677
"association_score.datatypes.animal_model","classic","string",0.0387831444972581,0.000339249055425804,Inf,0.0381236711129227,0.0394535577124967
"association_score.datatypes.genetic_association","classic","string",0.0550076142719514,0.000422667703137035,Inf,0.0541850515502308,0.0558419267598535
"association_score.datatypes.literature","classic","string",0.184592766827237,0.000928506861437393,Inf,0.182779862285573,0.186419550892413
"association_score.datatypes.rna_expression","classic","string",0.0377163928483557,0.000333460754745438,Inf,0.0370682350072097,0.0383754324087082
"association_score.datatypes.somatic_mutation","classic","string",0.0225812005792283,0.000245180952214256,Inf,0.0221056170177932,0.0230667745675179
"association_score.datatypes.affected_pathway","block","string",0.0238968013330577,0.00025649354868644,Inf,0.0233992082833289,0.0244047114620064
"association_score.datatypes.animal_model","block","string",0.0403023793909263,0.00035032855899256,Inf,0.0396213238517503,0.0409946419598744
"association_score.datatypes.genetic_association","block","string",0.0571246324636302,0.000435440418544056,Inf,0.056277149842384,0.0579840932607531
"association_score.datatypes.literature","block","string",0.190690616943765,0.000944476536977855,Inf,0.188846341550311,0.192548628115879
"association_score.datatypes.rna_expression","block","string",0.039195544318027,0.000344409331875882,Inf,0.038526062125601,0.0398761778575196
"association_score.datatypes.somatic_mutation","block","string",0.0234812681142749,0.000253896213127562,Inf,0.0229887533365532,0.0239840755805335
"association_score.datatypes.affected_pathway","representative","string",0.0278664978986667,0.000294273182324358,Inf,0.0272954943933622,0.0284490970550123
"association_score.datatypes.animal_model","representative","string",0.0468664924513958,0.000397566770116291,Inf,0.046093406275568,0.047651897229419
"association_score.datatypes.genetic_association","representative","string",0.0662395038241966,0.000489445819908545,Inf,0.0652866371037865,0.0672052778355334
"association_score.datatypes.literature","representative","string",0.21622995365759,0.00100791545079688,Inf,0.214261010762577,0.218211965220871
"association_score.datatypes.rna_expression","representative","string",0.0455879487322636,0.000391115598623541,Inf,0.0448274842165121,0.0463606878012859
"association_score.datatypes.somatic_mutation","representative","string",0.027383873520356,0.000291381355854165,Inf,0.0268185274501582,0.0279607949159618
"association_score.datatypes.affected_pathway","classic","omnipath",0.0223987203461628,0.000241934118369089,Inf,0.0219294103679744,0.0228778390692366
"association_score.datatypes.animal_model","classic","omnipath",0.0378156832610093,0.000331817404652648,Inf,0.0371706786484667,0.0384714331104464
"association_score.datatypes.genetic_association","classic","omnipath",0.053658020093037,0.000413932610681669,Inf,0.0528524886266349,0.0544751226437406
"association_score.datatypes.literature","classic","omnipath",0.180671693903339,0.00091589058079773,Inf,0.178883527772253,0.182473762715907
"association_score.datatypes.rna_expression","classic","omnipath",0.0367745240892345,0.00032612664795466,Inf,0.0361406433833238,0.0374190909863572
"association_score.datatypes.somatic_mutation","classic","omnipath",0.0220086493872331,0.000239456593518251,Inf,0.0215441823378468,0.0224828997096067
"association_score.datatypes.affected_pathway","block","omnipath",0.0232916876998101,0.000250526464473179,Inf,0.0228056843858879,0.0237877959257602
"association_score.datatypes.animal_model","block","omnipath",0.0392985696514006,0.000342682178090844,Inf,0.0386324023007929,0.0399757465593847
"association_score.datatypes.genetic_association","block","omnipath",0.0557261608431416,0.000426491553708538,Inf,0.0548961281859502,0.0565679924696528
"association_score.datatypes.literature","block","omnipath",0.186669667860268,0.000931949031646585,Inf,0.18484996293745,0.188503143860203
"association_score.datatypes.rna_expression","block","omnipath",0.0382182046339411,0.000336861111415396,Inf,0.0375634177064495,0.0388839443431355
"association_score.datatypes.somatic_mutation","block","omnipath",0.0228864298837133,0.000247979483580114,Inf,0.0224054059931182,0.0233775339676231
"association_score.datatypes.affected_pathway","representative","omnipath",0.0271636611548853,0.000287482880131185,Inf,0.0266058499990382,0.0277328340323716
"association_score.datatypes.animal_model","representative","omnipath",0.0457069771583586,0.000389022767995375,Inf,0.0449505330023376,0.0464755315698735
"association_score.datatypes.genetic_association","representative","omnipath",0.0646331866279966,0.000479623018806141,Inf,0.0636994824435271,0.0655796184093517
"association_score.datatypes.literature","representative","omnipath",0.211811418908487,0.000995884798844324,Inf,0.209866097324705,0.213769893851495
"association_score.datatypes.rna_expression","representative","omnipath",0.0444585901808561,0.000382671142635795,Inf,0.0437145716922182,0.0452146730713866
"association_score.datatypes.somatic_mutation","representative","omnipath",0.0266928750855613,0.000284645156294137,Inf,0.0261406150297399,0.027256475924487
