"method","network","prob","SE","df","asymp.LCL","asymp.UCL"
"association_score.datatypes.affected_pathway","string",0.0248296425503169,0.000249235846077688,NA,0.0243458039647118,0.0253228471761366
"association_score.datatypes.animal_model","string",0.0418481764615534,0.000328453534974975,NA,0.0412091336592589,0.0424966898628645
"association_score.datatypes.genetic_association","string",0.0592757948724131,0.000396039495040462,NA,0.0585043171903609,0.060056796846254
"association_score.datatypes.literature","string",0.196821581658331,0.000753252910793076,NA,0.195349412094523,0.19830211145778
"association_score.datatypes.rna_expression","string",0.0407006891610353,0.000323615628861556,NA,0.0400711254249324,0.0413397181043726
"association_score.datatypes.somatic_mutation","string",0.0243982939281432,0.000246959463041824,NA,0.0239189150142405,0.0248870355096748
"association_score.datatypes.affected_pathway","omnipath",0.0242014932252036,0.000243497154389489,NA,0.0237288086618377,0.0246833557306486
"association_score.datatypes.animal_model","omnipath",0.0408075027302091,0.00032145391822648,NA,0.0401821006116385,0.0414422184489439
"association_score.datatypes.genetic_association","omnipath",0.0578278903942755,0.000388222840745744,NA,0.0570716697337279,0.0585935086025493
"association_score.datatypes.literature","omnipath",0.192702135776044,0.000744896409335643,NA,0.191246374624507,0.194166317747629
"association_score.datatypes.rna_expression","omnipath",0.0396873689964862,0.000316683616574753,NA,0.0390713124305111,0.0403127317225746
"association_score.datatypes.somatic_mutation","omnipath",0.0237807909039675,0.000241261812763315,NA,0.0233124851778327,0.0242582703916849
